Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,Nouns_Spacy,Pronoun_Spacy,,
1201900,00:20:01.900,m,what are we doing with all these ones?,1,ones,,,,2,we,these,,,,,,1,2,,
1204110,00:20:04.110,m,oh no.,0,,,,,0,,,,,,,,0,0,,
1205572,00:20:05.572,m,it's so messy.,0,,,,,1,it,,,,,,,0,1,,
1207578,00:20:07.578,m,should we grab the um.,0,,,,,1,we,,,,,,,0,2,,
1209924,00:20:09.924,m,should we grab the green part so we can put things on it?,1,part,,,,2,we,it,,,,,,2,3,,
1214650,00:20:14.650,m,the big green booth?,1,booth,,,,0,,,,,,,,1,0,,
1217098,00:20:17.98,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1218866,00:20:18.866,m,this one here.,1,one,,,,1,this,,,,,,,1,0,,
1225496,00:20:25.496,m,now you can put all of these on top.,0,,,,,2,you,these,,,,,,1,3,,
1227638,00:20:27.638,m,the base.,1,base,,,,0,,,,,,,,1,0,,
1229202,00:20:29.202,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1230460,00:20:30.460,m,the base.,1,base,,,,0,,,,,,,,1,0,,
1234132,00:20:34.132,m,hold on.,0,,,,,0,,,,,,,,0,0,,
1235186,00:20:35.186,m,okay.,0,,,,,0,,,,,,,,0,0,,
1236750,00:20:36.750,m,so these are the big Legos.,1,legos,,,,1,these,,,,,,,1,1,,
1239436,00:20:39.436,m,and these are the small Legos.,1,legos,,,,1,these,,,,,,,1,1,,
1245012,00:20:45.12,m,mmm.,0,,,,,0,,,,,,,,0,0,,
1245726,00:20:45.726,m,let's see Santa's sleigh.,2,santa,sleigh,,,0,,,,,,,,1,1,,
1248650,00:20:48.650,m,and the reindeer.,1,reindeer,,,,0,,,,,,,,1,0,,
1258510,00:20:58.510,m,no.,0,,,,,0,,,,,,,,0,0,,
1259360,00:20:59.360,m,this is.,0,,,,,1,this,,,,,,,0,1,,
1261808,00:21:01.808,m,like this?,0,,,,,1,this,,,,,,,0,1,,
1267656,00:21:07.656,m,Santa go in there?,1,santa,,,,0,,,,,,,,0,0,,
1271464,00:21:11.464,m,Bubba you're a Bubba?,2,bubba,bubba,,,1,you,,,,,,,1,1,,
1273096,00:21:13.96,m,no.,0,,,,,0,,,,,,,,0,0,,
1273606,00:21:13.606,m,it xxx tree.,1,tree,,,,1,it,,,,,,,1,1,,
1274830,00:21:14.830,m,it's unmoving.,0,,,,,1,it,,,,,,,1,1,,
1275884,00:21:15.884,m,they're moving a little around a little bit.,0,,,,,1,they,,,,,,,1,1,,
1277788,00:21:17.788,m,Bubba's not home yet.,2,bubba,home,,,0,,,,,,,,0,0,,
1279454,00:21:19.454,m,he's going to be home later tonight.,1,home,,,,1,he,,,,,,,1,1,,
1282310,00:21:22.310,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1283126,00:21:23.126,m,you xxx.,0,,,,,1,you,,,,,,,0,1,,
1285166,00:21:25.166,m,you need a tissue?,1,tissue,,,,1,you,,,,,,,1,1,,
1286050,00:21:26.50,m,need a honk honk?,0,,,,,0,,,,,,,,1,0,,
1287682,00:21:27.682,m,honk honk bleh.,0,,,,,0,,,,,,,,1,0,,
1291184,00:21:31.184,m,mmm?,0,,,,,0,,,,,,,,0,0,,
1292748,00:21:32.748,m,his hat is on.,1,hat,,,,1,his,,,,,,,1,1,,
1294686,00:21:34.686,m,yeah it must be cold right?,0,,,,,1,it,,,,,,,0,1,,
1296624,00:21:36.624,m,brr.,0,,,,,0,,,,,,,,0,0,,
1299854,00:21:39.854,m,is that what you say when you're cold?,0,,,,,3,that,you,you,,,,,0,4,,
1302540,00:21:42.540,m,brr.,0,,,,,0,,,,,,,,0,0,,
1322736,00:22:02.736,m,I like it.,0,,,,,2,i,it,,,,,,0,2,,
1323892,00:22:03.892,m,keep your mouth away.,1,mouth,,,,1,your,,,,,,,1,1,,
1324810,00:22:04.810,m,bye Santa.,1,santa,,,,0,,,,,,,,0,0,,
1326544,00:22:06.544,m,it's not your turn yet Santa.,2,turn,santa,,,1,your,,,,,,,1,2,,
1335384,00:22:15.384,m,who's that?,0,,,,,1,that,,,,,,,0,2,,
1337254,00:22:17.254,m,does he fit?,0,,,,,1,he,,,,,,,0,1,,
1339056,00:22:19.56,m,let's see.,0,,,,,0,,,,,,,,0,1,,
1344054,00:22:24.54,m,hmm yeah he does whoops.,0,,,,,1,he,,,,,,,1,1,,
1347556,00:22:27.556,m,does he fit let me see.,0,,,,,2,he,me,,,,,,0,2,,
1348542,00:22:28.542,m,I don't know.,0,,,,,1,i,,,,,,,0,1,,
1350718,00:22:30.718,m,oh he does but it's very tricky to put him on.,0,,,,,2,he,him,,,,,,0,3,,
1353812,00:22:33.812,m,who is that?,0,,,,,1,that,,,,,,,0,2,,
1355852,00:22:35.852,m,do you know who this is?,0,,,,,2,you,this,,,,,,0,3,,
1357620,00:22:37.620,m,it's a squirrel.,1,squirrel,,,,1,it,,,,,,,1,1,,
1360340,00:22:40.340,m,squirrel.,1,squirrel,,,,0,,,,,,,,0,0,,
1373838,00:22:53.838,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1375402,00:22:55.402,m,who's this?,0,,,,,1,this,,,,,,,0,2,,
1378428,00:22:58.428,m,Dede?,1,dede,,,,0,,,,,,,,0,0,,
1379822,00:22:59.822,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1381454,00:23:01.454,m,who's this?,0,,,,,1,this,,,,,,,0,2,,
1384038,00:23:04.38,m,xxx?,0,,,,,0,,,,,,,,0,0,,
1386656,00:23:06.656,m,who is.,0,,,,,0,,,,,,,,0,1,,
1388594,00:23:08.594,m,this?,0,,,,,1,this,,,,,,,0,1,,
1391756,00:23:11.756,m,a man?,1,man,,,,0,,,,,,,,1,0,,
1394442,00:23:14.442,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1395462,00:23:15.462,m,I see a man too.,1,man,,,,1,i,,,,,,,1,1,,
1396652,00:23:16.652,m,I see two men.,1,men,,,,1,i,,,,,,,1,1,,
1398794,00:23:18.794,m,a mailman?,1,mailman,,,,0,,,,,,,,1,0,,
1399780,00:23:19.780,m,where is the mailman?,1,mailman,,,,0,,,,,,,,1,0,,
1402432,00:23:22.432,m,I don't know if there is a mailman in these.,1,mailman,,,,2,i,these,,,,,,1,3,,
1404132,00:23:24.132,m,oh well this guy you.,1,guy,,,,1,this,you,,,,,,1,1,,
1405764,00:23:25.764,m,this is a conductor.,1,conductor,,,,1,this,,,,,,,1,1,,
1406614,00:23:26.614,m,and he kind of looks like a mailman right?,1,mailman,,,,1,he,,,,,,,1,1,,
1409640,00:23:29.640,m,xxx stand and hold hands?,1,hands,,,,0,,,,,,,,1,0,,
1411510,00:23:31.510,m,here.,0,,,,,0,,,,,,,,0,0,,
1411680,00:23:31.680,m,they're going to hold hands.,1,hands,,,,1,they,,,,,,,1,1,,
1413142,00:23:33.142,m,doot.,0,,,,,0,,,,,,,,1,0,,
1414638,00:23:34.638,m,okay?,0,,,,,0,,,,,,,,0,0,,
1415216,00:23:35.216,m,he's holding hands?,1,hands,,,,1,he,,,,,,,1,1,,
1417494,00:23:37.494,m,hmm?,0,,,,,0,,,,,,,,0,0,,
1418990,00:23:38.990,m,beh.,0,,,,,0,,,,,,,,0,0,,
1419840,00:23:39.840,m,excuse me.,0,,,,,1,me,,,,,,,0,1,,
1420894,00:23:40.894,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1421268,00:23:41.268,m,what are you doing?,0,,,,,1,you,,,,,,,0,2,,
1422492,00:23:42.492,m,I see something.,0,,,,,1,i,,,,,,,0,2,,
1423784,00:23:43.784,m,no don't throw these.,0,,,,,1,these,,,,,,,0,1,,
1424396,00:23:44.396,m,these are too hard okay?,0,,,,,1,these,,,,,,,0,1,,
1425552,00:23:45.552,m,be careful.,0,,,,,0,,,,,,,,0,0,,
1426946,00:23:46.946,m,let's put them on here.,0,,,,,1,them,,,,,,,0,2,,
1429836,00:23:49.836,m,doot.,0,,,,,0,,,,,,,,1,0,,
1431808,00:23:51.808,m,and Dede.,1,dede,,,,0,,,,,,,,0,0,,
1432998,00:23:52.998,m,he's going to do the Olympics.,1,olympics,,,,1,he,,,,,,,0,1,,
1434460,00:23:54.460,m,Olympic jumping.,1,olympic,,,,0,,,,,,,,1,0,,
1436772,00:23:56.772,m,Olympic jumping.,1,olympic,,,,0,,,,,,,,1,0,,
1439730,00:23:59.730,m,oh it's a diving board.,1,divingboard,,,,1,it,,,,,,,1,1,,
1442144,00:24:02.144,m,they're going to do some jumping watch.,0,,,,,1,they,,,,,,,2,1,,
1443742,00:24:03.742,m,ready?,0,,,,,0,,,,,,,,0,0,,
1444898,00:24:04.898,m,ready?,0,,,,,0,,,,,,,,0,0,,
1445476,00:24:05.476,m,one two three jump whoo  boom.,0,,,,,0,,,,,,,,1,0,,
1449590,00:24:09.590,m,good job.,0,,,,,0,,,,,,,,1,0,,
1451086,00:24:11.86,m,that was an Olympic jump.,1,jump,,,,1,that,,,,,,,1,1,,
1453908,00:24:13.908,m,is she going to snowboard?,0,,,,,1,she,,,,,,,0,1,,
1458464,00:24:18.464,m,snowboard wow.,1,snowboard,,,,0,,,,,,,,0,0,,
1460300,00:24:20.300,m,Dede and his granddaughter.,2,dede,granddaughter,,,0,,,,,,,,1,1,,
1461626,00:24:21.626,m,doing snowboarding.,0,,,,,0,,,,,,,,1,0,,
1463768,00:24:23.768,m,he's pretty talented.,0,,,,,1,he,,,,,,,0,1,,
1477844,00:24:37.844,m,what's he doing?,0,,,,,1,he,,,,,,,0,2,,
1480088,00:24:40.88,m,and what's she doing?,0,,,,,1,she,,,,,,,0,2,,
1482230,00:24:42.230,m,oh.,0,,,,,0,,,,,,,,0,0,,
1483522,00:24:43.522,m,what is that?,0,,,,,1,that,,,,,,,0,2,,
1485256,00:24:45.256,m,what did you make?,0,,,,,1,you,,,,,,,0,2,,
1487024,00:24:47.24,m,what did you make?,0,,,,,1,you,,,,,,,0,2,,
1488248,00:24:48.248,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1489744,00:24:49.744,m,yeah they're just going to hang out here for a while.,0,,,,,1,they,,,,,,,1,1,,
1492498,00:24:52.498,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1493552,00:24:53.552,m,they're just watching yeah they're just watching.,0,,,,,2,they,they,,,,,,0,2,,
1496102,00:24:56.102,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1497496,00:24:57.496,m,they're just watching.,0,,,,,1,they,,,,,,,0,1,,
1499332,00:24:59.332,m,see?,0,,,,,0,,,,,,,,0,0,,
1499978,00:24:59.978,m,can you blow?,0,,,,,1,you,,,,,,,0,1,,
1500964,00:25:00.964,m,blow.,0,,,,,0,,,,,,,,0,0,,
1501440,00:25:01.440,m,blow your nose.,1,nose,,,,1,your,,,,,,,1,1,,
1502256,00:25:02.256,m,ah good job.,0,,,,,0,,,,,,,,1,0,,
1505146,00:25:05.146,m,okay.,0,,,,,0,,,,,,,,0,0,,
1507526,00:25:07.526,m,let me see.,0,,,,,1,me,,,,,,,0,1,,
1515108,00:25:15.108,m,no.,0,,,,,0,,,,,,,,0,0,,
1516672,00:25:16.672,m,oh she's also snowboarding.,0,,,,,1,she,,,,,,,0,1,,
1519698,00:25:19.698,m,pretty cool.,0,,,,,0,,,,,,,,0,0,,
1522078,00:25:22.78,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1523438,00:25:23.438,m,snowboarding.,0,,,,,0,,,,,,,,0,0,,
1526566,00:25:26.566,m,I don't know that you've seen snowboarding.,0,,,,,2,i,you,,,,,,0,2,,
1530952,00:25:30.952,m,who does it?,0,,,,,1,it,,,,,,,0,2,,
1533026,00:25:33.26,m,Bubba?,1,bubba,,,,0,,,,,,,,0,0,,
1533706,00:25:33.706,m,does snowboarding?,0,,,,,0,,,,,,,,0,0,,
1535168,00:25:35.168,m,I don't know if Bubba does that but I think Bubba does skiing sometimes.,3,bubba,bubba,skiing,,3,i,that,i,,,,,0,3,,
1562368,00:26:02.368,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1564000,00:26:04.0,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1566006,00:26:06.6,m,xxx uh xxx how skiing works like this watch.,1,skiing,,,,1,this,,,,,,,2,0,,
1568930,00:26:08.930,m,xxx skis and then she goes.,0,,,,,1,she,,,,,,,1,1,,
1570732,00:26:10.732,m,whoop.,0,,,,,0,,,,,,,,1,0,,
1571276,00:26:11.276,m,[slidingnoise] like this xxx stay on the skis.,1,skis,,,,1,this,,,,,,,2,0,,
1573792,00:26:13.792,m,hmm?,0,,,,,0,,,,,,,,0,0,,
1574336,00:26:14.336,m,and then you go.,0,,,,,1,you,,,,,,,0,1,,
1575084,00:26:15.84,m,[skiingnoise],0,,,,,0,,,,,,,,1,0,,
1578246,00:26:18.246,m,can you make her ski?,0,,,,,2,you,her,,,,,,1,2,,
1590044,00:26:30.44,m,oh she's doing a.,0,,,,,1,she,,,,,,,1,1,,
1591982,00:26:31.982,m,downward facing ski jump.,1,jump,,,,0,,,,,,,,1,0,,
1595382,00:26:35.382,m,can you make her ski?,0,,,,,2,you,her,,,,,,1,2,,
1596946,00:26:36.946,m,let's see.,0,,,,,0,,,,,,,,0,1,,
1598442,00:26:38.442,m,[skiingnoise].,0,,,,,0,,,,,,,,1,0,,
1599870,00:26:39.870,m,yes good.,0,,,,,0,,,,,,,,0,0,,
1601740,00:26:41.740,m,[skiingnoise].,0,,,,,0,,,,,,,,1,0,,
1604154,00:26:44.154,m,whoah oh.,0,,,,,0,,,,,,,,0,0,,
1604698,00:26:44.698,m,she was going so fast she fell off.,0,,,,,2,she,she,,,,,,0,2,,
1606534,00:26:46.534,m,uhoh.,0,,,,,0,,,,,,,,1,0,,
1607758,00:26:47.758,m,uhoh.,0,,,,,0,,,,,,,,1,0,,
1608710,00:26:48.710,m,oh no.,0,,,,,0,,,,,,,,0,0,,
1609526,00:26:49.526,m,oh no.,0,,,,,0,,,,,,,,0,0,,
1612892,00:26:52.892,m,here we go.,0,,,,,1,we,,,,,,,0,1,,
1613436,00:26:53.436,m,zoop.,0,,,,,0,,,,,,,,0,0,,
1613742,00:26:53.742,m,now she's in the lead.,1,lead,,,,1,she,,,,,,,1,1,,
1616054,00:26:56.54,m,[skiingnoise].,0,,,,,0,,,,,,,,1,0,,
1620066,00:27:00.66,m,oopsies.,0,,,,,0,,,,,,,,1,0,,
1625778,00:27:05.778,m,go ahead.,0,,,,,0,,,,,,,,0,0,,
1626288,00:27:06.288,m,you make it.,0,,,,,2,you,it,,,,,,0,2,,
1632068,00:27:12.68,m,huh?,0,,,,,0,,,,,,,,0,0,,
1633904,00:27:13.904,m,what are you doing?,0,,,,,1,you,,,,,,,0,2,,
1636080,00:27:16.80,m,what are you doing?,0,,,,,1,you,,,,,,,0,2,,
1639412,00:27:19.412,m,what are you doing you silly guy?,1,guy,,,,2,you,you,,,,,,1,3,,
1644682,00:27:24.682,m,what are you doing?,0,,,,,1,you,,,,,,,0,2,,
1646314,00:27:26.314,m,you being silly?,0,,,,,1,you,,,,,,,0,1,,
1649000,00:27:29.0,m,mmhm.,0,,,,,0,,,,,,,,1,0,,
1651516,00:27:31.516,m,oh.,0,,,,,0,,,,,,,,0,0,,
1652094,00:27:32.94,m,oh.,0,,,,,0,,,,,,,,0,0,,
1652468,00:27:32.468,m,oh.,0,,,,,0,,,,,,,,0,0,,
1653556,00:27:33.556,m,oh.,0,,,,,0,,,,,,,,0,0,,
1658418,00:27:38.418,m,hey.,0,,,,,0,,,,,,,,0,0,,
1662260,00:27:42.260,m,back to these ones?,1,ones,,,,1,these,,,,,,,1,0,,
1664062,00:27:44.62,m,that one?,1,one,,,,1,that,,,,,,,0,0,,
1666136,00:27:46.136,m,cool.,0,,,,,0,,,,,,,,0,0,,
1669706,00:27:49.706,m,this is depending on really is this still a horse?,1,horse,,,,2,this,this,,,,,,1,2,,
1673072,00:27:53.72,m,is this still the horse?,1,horse,,,,1,this,,,,,,,1,1,,
1674568,00:27:54.568,m,or is this something else?,0,,,,,1,this,,,,,,,0,2,,
1678648,00:27:58.648,m,what is this now?,0,,,,,1,this,,,,,,,0,2,,
1682048,00:28:02.48,m,a what?,0,,,,,0,,,,,,,,0,1,,
1683850,00:28:03.850,m,it's a what?,0,,,,,1,it,,,,,,,0,2,,
1686196,00:28:06.196,m,a person?,1,person,,,,0,,,,,,,,1,0,,
1695716,00:28:15.716,m,that looks like a really really big dinosaur or something.,1,dinosaur,,,,1,that,,,,,,,1,2,,
1698708,00:28:18.708,m,wow.,0,,,,,0,,,,,,,,0,0,,
1703570,00:28:23.570,m,I like it.,0,,,,,2,i,it,,,,,,0,2,,
1707310,00:28:27.310,m,more Legos?,1,legos,,,,0,,,,,,,,1,0,,
1709282,00:28:29.282,m,no more Legos?,1,legos,,,,0,,,,,,,,1,1,,
1712070,00:28:32.70,m,well there's big Legos and small Legos.,2,legos,legos,,,0,,,,,,,,1,1,,
1715232,00:28:35.232,m,you're playing with the big Legos.,1,legos,,,,1,you,,,,,,,1,1,,
1716728,00:28:36.728,m,right?,0,,,,,0,,,,,,,,0,0,,
1719142,00:28:39.142,m,what is this is this a big dinosaur?,1,dinosaur,,,,2,this,this,,,,,,1,3,,
1721352,00:28:41.352,m,roar.,0,,,,,0,,,,,,,,1,0,,
1728390,00:28:48.390,m,roar.,0,,,,,0,,,,,,,,1,0,,
1729682,00:28:49.682,m,oh.,0,,,,,0,,,,,,,,0,0,,
1730022,00:28:50.22,m,no?,0,,,,,0,,,,,,,,0,0,,
1731654,00:28:51.654,m,roar.,0,,,,,0,,,,,,,,1,0,,
1733728,00:28:53.728,m,can you give it a kiss?,1,kiss,,,,2,you,it,,,,,,1,2,,
1734986,00:28:54.986,m,mmm oh that's nice.,0,,,,,1,that,,,,,,,0,1,,
1736244,00:28:56.244,m,can you give it a hug?,1,hug,,,,1,you,it,,,,,,1,2,,
1737604,00:28:57.604,m,mmm.,0,,,,,0,,,,,,,,0,0,,
1738556,00:28:58.556,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1740086,00:29:00.86,m,oh is he cuddly?,0,,,,,1,he,,,,,,,0,1,,
1741752,00:29:01.752,m,he is?,0,,,,,1,he,,,,,,,0,1,,
1742568,00:29:02.568,m,oh.,0,,,,,0,,,,,,,,0,0,,
1743588,00:29:03.588,m,he's a little hard.,0,,,,,1,he,,,,,,,0,1,,
1745424,00:29:05.424,m,you wanted to cuddle it anyway?,0,,,,,2,you,it,,,,,,0,2,,
1747124,00:29:07.124,m,that's nice.,0,,,,,1,that,,,,,,,0,1,,
1747668,00:29:07.668,m,oh that's so sweet.,0,,,,,1,that,,,,,,,0,1,,
1748756,00:29:08.756,m,oh.,0,,,,,0,,,,,,,,0,0,,
1749198,00:29:09.198,m,uhoh.,0,,,,,0,,,,,,,,1,0,,
1749980,00:29:09.980,m,oh you crushed the dinosaur.,1,dinosaur,,,,1,you,,,,,,,1,1,,
1750898,00:29:10.898,m,uhoh.,0,,,,,0,,,,,,,,1,0,,
1751986,00:29:11.986,m,uhoh.,0,,,,,0,,,,,,,,1,0,,
1752122,00:29:12.122,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1753482,00:29:13.482,m,silly.,0,,,,,0,,,,,,,,0,0,,
1755250,00:29:15.250,m,xxx you crushed him.,0,,,,,2,you,him,,,,,,0,2,,
1757630,00:29:17.630,m,oh my.,0,,,,,0,,,,,,,,0,0,,
1759534,00:29:19.534,m,alright.,0,,,,,0,,,,,,,,0,0,,
1765348,00:29:25.348,m,what?,0,,,,,0,,,,,,,,0,1,,
1768034,00:29:28.34,m,there's so many things on the floor it's hard to walk.,2,things,floor,,,0,,,,,,,,2,2,,
1771060,00:29:31.60,m,what?,0,,,,,0,,,,,,,,0,1,,
1772216,00:29:32.216,m,what?,0,,,,,0,,,,,,,,0,1,,
1773100,00:29:33.100,m,your toes?,1,toes,,,,1,your,,,,,,,1,1,,
1774086,00:29:34.86,m,oh.,0,,,,,0,,,,,,,,0,0,,
1774494,00:29:34.494,m,are you okay?,0,,,,,1,you,,,,,,,0,1,,
1776466,00:29:36.466,m,do you want me to kiss it?,0,,,,,3,you,me,it,,,,,0,3,,
1777248,00:29:37.248,m,okay come.,0,,,,,0,,,,,,,,0,0,,
1778472,00:29:38.472,m,let me kiss.,0,,,,,1,me,,,,,,,0,1,,
1779832,00:29:39.832,m,oh.,0,,,,,0,,,,,,,,0,0,,
1780240,00:29:40.240,m,oh.,0,,,,,0,,,,,,,,0,0,,
1780682,00:29:40.682,m,[kissingnoise].,0,,,,,0,,,,,,,,0,0,,
1781634,00:29:41.634,m,feel better?,0,,,,,0,,,,,,,,0,0,,
1782586,00:29:42.586,m,hmm?,0,,,,,0,,,,,,,,0,0,,
1783878,00:29:43.878,m,markers you know what honey I don't know where the markers are I'm so confused.,3,markers,honey,markers,,2,you,i,,,,,,3,4,,
1787754,00:29:47.754,m,hmm should we go try and find them?,0,,,,,2,we,them,,,,,,0,2,,
1790576,00:29:50.576,m,okay.,0,,,,,0,,,,,,,,0,0,,
1790984,00:29:50.984,m,let's go find them.,0,,,,,1,them,,,,,,,0,2,,
1791392,00:29:51.392,m,are they in your room you say?,1,room,,,,3,they,your,you,,,,,1,3,,
1797274,00:29:57.274,m,and then we have to clean up these toys in a little bit okay?,1,toys,,,,2,we,these,,,,,,2,1,,
1799314,00:29:59.314,m,you want to do that one?,1,one,,,,2,you,that,,,,,,0,1,,
1800436,00:30:00.436,m,okay.,0,,,,,0,,,,,,,,0,0,,
1806522,00:30:06.522,m,hide and seek?,1,hideandseek,,,,0,,,,,,,,0,0,,
1807916,00:30:07.916,m,are the markers hiding xxx find them okay?,1,markers,,,,0,,,,,,,,1,1,,
1811214,00:30:11.214,m,okay let's try this one.,1,one,,,,1,this,,,,,,,1,1,,
1813798,00:30:13.798,m,oh.,0,,,,,0,,,,,,,,0,0,,
1814342,00:30:14.342,m,so many toys out here.,1,toys,,,,0,,,,,,,,1,0,,
1818830,00:30:18.830,m,uh?,0,,,,,0,,,,,,,,0,0,,
1820428,00:30:20.428,m,dropped yeah.,0,,,,,0,,,,,,,,0,0,,
1821176,00:30:21.176,m,here.,0,,,,,0,,,,,,,,0,0,,
1821550,00:30:21.550,m,here xxx.,0,,,,,0,,,,,,,,0,0,,
1822536,00:30:22.536,m,let's do this watch.,0,,,,,1,this,,,,,,,1,1,,
1883906,00:31:23.906,m,just a brush.,1,brush,,,,0,,,,,,,,1,0,,
1885606,00:31:25.606,m,just a brush.,1,brush,,,,0,,,,,,,,1,0,,
1887102,00:31:27.102,m,open.,0,,,,,0,,,,,,,,0,0,,
1888564,00:31:28.564,m,oh.,0,,,,,0,,,,,,,,0,0,,
1888870,00:31:28.870,m,no don't put it in your mouth.,1,mouth,,,,2,it,your,,,,,,1,2,,
1890740,00:31:30.740,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
1891284,00:31:31.284,m,no let's not open it or water is going to spill everywhere.,1,water,,,,1,it,,,,,,,1,2,,
1894922,00:31:34.922,m,otherwise water is going to spill everywhere.,1,water,,,,0,,,,,,,,1,0,,
1898118,00:31:38.118,m,you want me to help you?,0,,,,,3,you,me,you,,,,,0,3,,
1898662,00:31:38.662,m,[noise].,0,,,,,0,,,,,,,,1,0,,
1905054,00:31:45.54,m,oh what's there?,0,,,,,0,,,,,,,,0,1,,
1907264,00:31:47.264,m,well you can try I don't think anything is going to come out but you can try.,0,,,,,3,you,i,you,,,,,0,4,,
1910494,00:31:50.494,m,yep.,0,,,,,0,,,,,,,,0,0,,
1911140,00:31:51.140,m,just water right?,1,water,,,,0,,,,,,,,1,0,,
1917022,00:31:57.22,m,it doesn't come out this is the back of the book.,1,book,,,,2,it,this,,,,,,2,2,,
1920388,00:32:00.388,m,see?,0,,,,,0,,,,,,,,0,0,,
1922088,00:32:02.88,m,boop.,0,,,,,0,,,,,,,,0,0,,
1923312,00:32:03.312,m,open.,0,,,,,0,,,,,,,,0,0,,
1924400,00:32:04.400,m,closed.,0,,,,,0,,,,,,,,0,0,,
1925556,00:32:05.556,m,open.,0,,,,,0,,,,,,,,0,0,,
1926066,00:32:06.66,m,closed open closed open closed op.,0,,,,,0,,,,,,,,1,0,,
1945786,00:32:25.786,m,I know honey we got to go find the markers I don't know where they are.,2,honey,markers,,,4,i,we,i,they,,,,2,4,,
1950512,00:32:30.512,m,uh.,0,,,,,0,,,,,,,,0,0,,
1951362,00:32:31.362,m,hmm.,0,,,,,0,,,,,,,,0,0,,
1957278,00:32:37.278,m,balloon?,1,balloon,,,,0,,,,,,,,1,0,,
1958740,00:32:38.740,m,your yellow balloon?,1,balloon,,,,1,your,,,,,,,1,1,,
1960780,00:32:40.780,m,did you play with it today?,0,,,,,2,you,it,,,,,,1,2,,
1963398,00:32:43.398,m,I don't should we go find the markers and the balloon?,2,markers,balloon,,,2,i,we,,,,,,2,2,,
1966696,00:32:46.696,m,why don't we see where do you think they are I'll follow you.,0,,,,,5,we,you,they,i,you,,,0,5,,
1969756,00:32:49.756,m,you go first.,0,,,,,1,you,,,,,,,0,1,,
1972238,00:32:52.238,m,let's go find them.,0,,,,,1,them,,,,,,,0,2,,
1973156,00:32:53.156,m,okay.,0,,,,,0,,,,,,,,0,0,,
1973530,00:32:53.530,m,ready?,0,,,,,0,,,,,,,,0,0,,
1974176,00:32:54.176,m,are you following the leader?,1,leader,,,,1,you,,,,,,,1,1,,
1975740,00:32:55.740,m,we're following the leader the leader the leader oops.,3,leader,leader,leader,,1,we,,,,,,,4,1,,
1980840,00:33:00.840,m,we're following the leader.,1,leader,,,,1,we,,,,,,,1,1,,
1983390,00:33:03.390,m,wherever he may go.,0,,,,,1,he,,,,,,,0,1,,
1985498,00:33:05.498,m,go.,0,,,,,0,,,,,,,,0,0,,
1986348,00:33:06.348,m,no.,0,,,,,0,,,,,,,,0,0,,
1986824,00:33:06.824,m,no.,0,,,,,0,,,,,,,,0,0,,
1987606,00:33:07.606,m,we can't close the door.,1,door,,,,1,we,,,,,,,1,1,,
1988932,00:33:08.932,m,you can't close the door.,1,door,,,,1,you,,,,,,,1,1,,
1990530,00:33:10.530,m,yeah.,0,,,,,0,,,,,,,,0,0,,
1991890,00:33:11.890,m,okay.,0,,,,,0,,,,,,,,0,0,,
1992468,00:33:12.468,m,let's see.,0,,,,,0,,,,,,,,0,1,,
1993182,00:33:13.182,m,you see the markers in here?,1,markers,,,,1,you,,,,,,,1,1,,
1994712,00:33:14.712,m,hello?,0,,,,,0,,,,,,,,0,0,,
1996854,00:33:16.854,m,markers?,1,markers,,,,0,,,,,,,,1,0,,
1998384,00:33:18.384,m,let's see are they in here?,0,,,,,1,they,,,,,,,0,2,,
2000016,00:33:20.16,m,xxx check.,0,,,,,0,,,,,,,,1,0,,
2001342,00:33:21.342,m,are they in here?,0,,,,,1,they,,,,,,,0,1,,
2002056,00:33:22.56,m,nope not in there these are all baby toys let's close them back up.,1,babytoys,,,,2,these,them,,,,,,2,4,,
2005218,00:33:25.218,m,not in here.,0,,,,,0,,,,,,,,0,0,,
2006238,00:33:26.238,m,let's try hmm.,0,,,,,0,,,,,,,,1,1,,
2008516,00:33:28.516,m,do you want to try your drawer here wait let me let me put this on tight.,1,drawer,,,,5,you,your,me,me,this,,,1,5,,
2011814,00:33:31.814,m,baby drawer okay let's try.,1,drawer,,,,0,,,,,,,,1,1,,
2013684,00:33:33.684,m,in here let's see.,0,,,,,0,,,,,,,,0,1,,
