"Order","ID","Utterance","Feature"
8,30,"        it has a belly.","P"
8,30,"        a orange.","L"
8,30,"        it's orange.","NA"
8,30,"        it has a stem.","P"
8,30,"        that's all it has.","P"
8,30,"        you can you, it's for you to eat.","F"
8,30,"        that's all I know.","I"
8,30,"        I don't know anything else about it.","I"
8,30,"        a elephant.","L"
8,30,"        it has legs.","P"
8,30,"        I don't know anything else it has.","I"
8,30,"        a crab.","L"
8,30,"        it it will pinch your fingers.","F"
8,30,"        I have a book about, it.","I"
8,30,"        but it has those in it.","I"
8,30,"        <it's stand up> [?].","P"
8,30,"        I don't know anything else, of it.","I"
8,30,"        a teacher.","L"
8,30,"        it helps kids teach.","F"
8,30,"        I don't know anything else.","I"
8,30,"        we   food here.","I"
8,30,"        I don't know all of it.","NA"
8,30,"        egg salad.","L"
8,30,"        I don't know anything else.","I"
8,30,"        I don't know anything else about egg salad.","L"
8,30,"        cereal.","L"
8,30,"        it's Total.","I"
8,30,"        my dad eats Total.","I+F"
8,30,"        it needs milk.","F"
8,30,"        I don't know anything else.","I"
8,30,"        a alligator.","L"
8,30,"        it eats you.","F"
8,30,"        I don't know anything else.","I"
8,30,"        a witch.","L"
8,30,"        it's for Halloween.","F"
8,30,"        that's all I know.","I"
8,30,"        a clown.","L"
8,30,"        it's dressed up of a people.","F"
8,30,"        I don't know anything else.","I"
8,30,"        it's pointing at his ears.","P"
9,36,"        um a cookie.","L"
9,36,"        he um I eat a cookie and it goes with my teeth.","F+L"
9,36,"        I eat it with my teeth xxx.","F"
9,36,"        he ate it all, look.","F"
9,36,"        he at it all up.","F"
9,36,"        he likes to eat the cookie &=makes:Zorg_eat_cookie.","I+F+L"
9,36,"        he ate it all up.","F"
9,36,"        look.","NA"
9,36,"        baseball man.","L"
9,36,"        um he plays baseball and he hits the ball and it goes back to someone else.","P+F"
9,36,"        you know what?","NA"
9,36,"        you gotta learn to play baseball.","I"
9,36,"        well, you can need to learn to play baseball by yourself now because you're no nice.","I+F"
9,36,"        um a turtle.","L"
9,36,"        he can go underwater.","F"
9,36,"        he can swim.","F"
9,36,"        and he's got a shell.","P"
9,36,"        and he can go inside it.","F"
9,36,"        so he won't be afraid of anything.","I"
9,36,"        well you know what?","NA"
9,36,"        he gotta learn to swim underwater with the turtle and the fish and a crab.","I+L+T+F"
9,36,"        I can, I can go underwater at my grandma's beach.","I"
9,36,"        but I can't go in the deep water.","I"
9,36,"        (be)cause that scares me and my brother.","I"
9,36,"        and I but turtles and crabs can.","L+T+F"
9,36,"        I got goggles to see.","I"
9,36,"        and they're pretty and they're green.","I+P"
9,36,"        I like them all.","I"
9,36,"        so that's what turtles are all about.","L"
9,36,"        and she's at the doctors.","L"
9,36,"        well she's at the doctor when she's sick she doesn't feel good.","L"
9,36,"        when I'm sick I gotta go to the doctor.","I+L"
9,36,"        once I got new [?] cavities.","I"
9,36,"        they're pretty and they got good things in them to make teeth.","I+F"
9,36,"        well you know what?","NA"
9,36,"        you need to learn to go to the doctor and be patient.","I+F+L"
9,36,"        bread.","L"
9,36,"        well when you eat bread it tastes good with peanut butter sandwich.","F+L+I"
9,36,"        that's so good.","I"
9,36,"        I like that.","I"
9,36,"        it's so good.","I"
9,36,"        and I love it.","I"
9,36,"        well you need to learn to eat, you nut.","I+F"
9,36,"        I know all these things.","I"
9,36,"        pig.","L"
9,36,"        pig.","L"
9,36,"        he's a cow pig.","T"
9,36,"        see the spots?","P"
9,36,"        xxx cow pig.","T"
9,36,"        cow pigs do like this &=snorts.","T+P"
9,36,"        they make funny noises.","P+F"
9,36,"        you gotta learn to snort like a pig &=snorts.","I+P+L"
9,36,"        that's a duck.","L"
9,36,"        I can sound like a duck.","I+L+F"
9,36,"        quack quack.","P"
9,36,"        well if this duck learns how to quack he can quack like this.","L+F+P"
9,36,"        quack Quack.","P"
9,36,"        so he's a good duck &=makes:Zorg_quack.","I+L"
9,36,"        you already know how to quack like a duck now quack","I+F+L+P"
9,36,"        well if [?] you have to quack like a duck.","I+P+L"
9,36,"        quack.","P"
9,36,"        painting.","P"
9,36,"        well if she's painting really easy she can't get paint on her.","I+P"
9,36,"        so that's why, she needs to do it.","I+P"
9,36,"        well do you know what?","NA"
9,36,"        you you need to paint by yourself now.","I+F"
9,36,"        baby.","L"
9,36,"        well if the baby cries and wants some breakfast she say haw.","L+F+P"
9,36,"        you gotta cry like a baby [= talking to Zorg].","I+F+L"
9,36,"        this is a funny one.","I"
9,36,"        banana.","L"
9,36,"        I like to eat bananas.","I+F+L"
9,36,"        they're good and they're.","I"
9,36,"        and [?] do you know what [= talking to Zorg]?","NA"
9,36,"        you need to learn to eat a banana.","I+F+L"
9,36,"        well if you eat a banana you eat good fruit.","F+L+I+T"
9,36,"                ⌈pup⌉.","L"
9,36,"        puppy dogie.","L"
9,36,"        he looks pretty.","P+I"
9,36,"        well the dogie barks &=barks.","L+P"
9,36,"        my dogie doesn't like to be picked up.","I+L"
9,36,"        so he's a Cavelier_King_Charles_Spaniel <kind of dog> [?].","T"
9,36,"        well you need to bark like a puppy &=barks.","I+P+L"
9,36,"        and I see carrot.","L"
9,36,"        carrot.","NA"
9,36,"        I like to eat carrots.","I+F+L"
9,36,"        they're ⌊good⌋.","I"
9,36,"        well he I like to eat carrots and he does too.","I+F+L+T"
9,36,"        bunny rabbits like to eat carrots.","F+L"
9,36,"        and that's a ladybug.","L"
9,36,"        that's a ladybug.","NA"
9,36,"        well if the ladybug always comes in your house I have a bug catcher um to let him um crawl in.","L+I+F"
9,36,"        I got a lot of things on it with it.","I+F"
9,36,"        and my teacher gave it to me.","I"
9,36,"        first name got one too.","I"
9,36,"        all my friends got it too.","I"
9,36,"        they loved it.","I"
9,36,"        so this bug is a, red ones are &=makes:noise","T+P"
9,36,"        does he like to eat bugs?","I+F+T"
9,36,"        he got a big nose and he can eat (the)em.","F"
9,36,"        well you know what?","NA"
9,36,"        you need to learn to eat bugs.","I+F+T"
9,36,"        cheese.","L"
9,36,"        well, cheese is so good.","L+I"
9,36,"        I love mouse cheese.","I+T"
9,36,"        and it's good.","I"
9,36,"        and I like it.","I"
9,36,"        well you know what?","NA"
9,36,"        you need to learn to eat cheese on your eye.","I+F+L"
9,36,"        a pirate.","L"
9,36,"        and he likes to get treasure.","I+F"
9,36,"        and the end.","NA"
9,36,"        well, you know what?","NA"
9,36,"        you need xxx to be a pirate.","I+L"
9,36,"        the end.","NA"
10,39,"                                          ⌈uh⌉.","NA"
10,39,"        this?","NA"
10,39,"        well, I don't know anything about kings.","I+L"
10,39,"        because I xxx.","NA"
10,39,"        don't know anything about kings.","L"
10,39,"        well just a little +...","NA"
10,39,"	just one thing.","NA"
10,39,"        it took a hard time to shape the crown out and like get all the well +...","I+P"
10,39,"        it it took it took a hard time to find the clothes and this and the treasure [?] like.","I+P"
10,39,"        and that's it.","NA"
10,39,"        and oh I don't know I don't, I don't know it.","I"
10,39,"        well I know a little bit about corn.","L"
10,39,"        well you see these are so, these are so it stays fresh and clean during when <you put all xxx> [?].","F"
10,39,"        during when you pull it off like.","F"
10,39,"        that's all.","NA"
10,39,"        well you see these grow inside the corn.","P+L"
10,39,"        and like they come out the yellow parts.","P"
10,39,"        sometimes xxx come out sometimes xxx parts come out.","P"
10,39,"        and that's all.","NA"
10,39,"        oh I know a lot about strawberries.","I+L"
10,39,"        well you see this is where it hangs down.","P"
10,39,"        and and so, it grows these so so sometimes you can like kick them.","F"
10,39,"        like you can like ⌈bite &=turns:page⌉.","NA"
10,39,"        well you see seeds are grown through them and that's all.","P"
10,39,"        &=whispers police officer.","L"
10,39,"        um see these are so that you can hear the police officer.","P+F+L"
10,39,"        so he can talk.","F"
10,39,"        and like it can get bad guys.","F"
10,39,"        and like I heard somebody being a bad guy and didn't want to be a bad guy anymore.","I"
10,39,"        sent a card of apology.","I"
10,39,"        and sent back his money.","I"
10,39,"        and like, um he wasn't, and he is &=turns:page +...","NA"
10,39,"        uh well you see they rob PE-bad people.","F"
10,39,"        they take xxx well on Scooby_Doo.","I"
10,39,"        on one Scooby_Doo one time xxx house they were giving all the money to Scooby_Doo.","I"
10,39,"        and that one was like, was like “You spent a night in a haunted house that wasn't even haunted”.","I"
10,39,"        ridiculous.","I"
10,39,"        you spent a night in a haunted house that wasn't even ⌊haunted⌋.","I"
10,39,"        now that's done [= referring to page].","NA"
10,39,"        a lion.","L"
10,39,"        well you see that.","NA"
10,39,"        xxx a boy lion and a girl lion.","T+L"
10,39,"        a boy lion has hair around it.","P+L"
10,39,"        and it's, you can see its ears sticking out of its hair.","P"
10,39,"        and they lions kill you to eat you.","F"
10,39,"        and like tigers [?] just kill you to defend their babies.","T+F"
10,39,"        and like raccoon sometimes bite you to to defend their babies.","T+F"
10,39,"        and like I had a raccoon in my garage before [?] in our garage before.","T+I"
10,39,"        that's um, it about lions.","L"
10,39,"        well you see, his, sometimes boy lions I think have um uh, have hair on their back of the tail.","I+P+L"
10,39,"        and some of the girl lions and  I I-let's skip to the next page.","P+L"
10,39,"        it looks like a king cobra.","P"
10,39,"        well you see a cobra and a king cobra are the same but sometimes you ca- but you can tell apart sometimes a cobra and a king cobra is different.","T"
10,39,"        well, you see well, big snakes are about a half inch longer than than little snakes.","P+L+T"
10,39,"        and well I'm +...","NA"
10,39,"        oh oh oh I forgot.","NA"
10,39,"        um snakes.","L"
10,39,"        I forgot some things about snakes.","L"
10,39,"        well you see that some snakes need part of their, parts of xxx taken out.","I+P"
10,39,"        so like if they have it too long then, then something will happen to them.","I+P"
10,39,"        like, well big snakes will stay alive but like little snakes like sometimes I think will wow.","P+L+T"
10,39,"        a pretzel it looks like a pew-look like a shadow.","L+T"
10,39,"        I mean it looks like a ghost.","T"
10,39,"        <looks like a monster> [?].","T"
10,39,"        well frogs yeah.","L"
10,39,"        see frogs bend their back legs up so when they jump they can jump far away.","L+F+P"
10,39,"        and um frogs can hop over about half feet.","L+F"
10,39,"        a half feet.","NA"
10,39,"        a half feet.","NA"
10,39,"        my friends were trying get it a frog and we and we didn't but I was trying to get a rock so so we could hop on him and they was trying to get ⌊him⌋.","I+F+L"
10,39,"        and so they could like share it when xxx when they come over to their house.","I+F"
10,39,"        and like.","NA"
10,39,"        well an owl.","L"
10,39,"        &=whispers  yes an owl.","NA"
10,39,"        an owl.","NA"
10,39,"        it uses its claws to hang on to branches so it won't fall.","F+P"
10,39,"        like parrots hang on.","T"
10,39,"        and birds.","T"
10,39,"        and hawks.","T"
10,39,"        and eagles.","T"
10,39,"        and robins.","T"
10,39,"        and birds.","T"
10,39,"        and like I've had a parrot on me before but its claws were gentle.","T+I"
10,39,"        it was trying to be gentle on me.","I"
10,39,"        my neighbors got a picture of the a red parrot on my head.","I+T"
10,39,"        and a red parrot on my shoulder.","T+I"
10,39,"        and it was really fun.","I"
10,39,"        it was really kooky on.","I"
10,39,"        and it felt really funny on my head.","I"
10,39,"        and it didn't even hurt my head.","I"
10,39,"        <and but this xxx they're just> [?], parrots just try to be gentle.","I"
10,39,"        about birds?","T"
10,39,"        a pie.","L"
10,39,"        well pies have different flavors in them.","L+P"
10,39,"        like apple pie.","T"
10,39,"        strawberry pie.","T"
10,39,"        and like other pies with fruit.","T+L+P"
10,39,"        well.","NA"
10,39,"        no.","NA"
10,39,"        a strong man.","L"
10,39,"        well, this reminds me of the Incredibles.","I"
10,39,"        I watched them at my friend's house two times.","I"
10,39,"        like at the end Jack-Jack gets mad at the bad guy and like turns and xxx like a bad baby.","I"
10,39,"        and like he takes one of his things off.","I"
10,39,"        and he was like, and the guy was like scared.","I"
10,39,"        then xxx Mister Incredible married Elastigirl and like was one guy like Dash.","I"
10,39,"        he's the fastest.","I"
10,39,"        and he's like even faster than regular humans.","I"
10,39,"        well no &=tries:turn_page.","NA"
10,39,"        um no more.","NA"
10,39,"        really.","NA"
10,39,"        no.","NA"
10,39,"        milk.","L"
10,39,"        I love milk.","I+L"
10,39,"        I always have it for breakfast in a   cup.","I+F"
10,39,"        because I I like it fresh and I like and I don't like putting it in a big boy cup.","I+F"
10,39,"        well, well my mom always warms it up.","I+F"
10,39,"        sometimes I drink it cold.","I+F+P"
10,39,"        sometimes I drink it warm.","I+F+P"
10,39,"        and that's all.","NA"
10,39,"        a rabbit.","L"
10,39,"        well rabbits can hop fast.","L+F"
10,39,"        I've seen a rabbit hop really fast.","I+L+F"
10,39,"        I scared it.","I"
10,39,"        but I wasn't very close to it.","I"
10,39,"        I just scared it.","I"
10,39,"        the rabbit must have heard me.","L+I+F"
10,39,"        uh when rabbits um uh, they can hear people.","L+F"
10,39,"        I was just trying to pet him.","I+F"
10,39,"        and I was just trying to feel his ears.","I+F+P"
10,39,"        but I wasn't trying to kill him.","I+F"
10,39,"        (be)cause I want to be nice to rabbits.","I+L"
10,39,"        like zoo people can only catch rabbits.","T+F+L"
10,39,"        (be)cause they never give up on catching animals.","F+T"
10,39,"        (be)cause they always try their best.","I"
10,39,"        I think that I like, and I like and I like snakes the best.","I+T"
10,39,"        that's all.","NA"
10,39,"        no.","NA"
10,39,"        I know surfing [?].","I"
10,39,"        don't go on that because like, a shark will like come up and eat you.","I"
10,39,"        and like xxx you with kick boards in the ocean.","I+P"
10,39,"        because they will like get eaten by a shark.","I"
10,39,"        so like don't do that.","I"
10,39,"        well you see don't go swimming with that because Mom doesn't want ta- doesn't want people to get eaten by a shark.","I"
10,39,"        so like just don't do it.","I"
10,39,"        xxx that's it.","NA"
10,39,"        no.","NA"
11,38,"        farmer.","L"
11,38,"        they plant vegetables.","F"
11,38,"        king.","L"
11,38,"        I don't know anything about him.","I"
11,38,"        any of those.","NA"
11,38,"        apple pie.","L"
11,38,"        uh, it has apples in it.","P"
11,38,"        I don't think I can, think of any more.","I"
11,38,"        lion.","L"
11,38,"        mane.","P"
11,38,"        I think I just can't think of any more things.","I"
11,38,"        sure.","NA"
11,38,"        strawberry.","L"
11,38,"        I just can't think of more.","I"
11,38,"        mm-HM [= yes].","NA"
11,38,"        sure.","NA"
11,38,"        strawberry.","L"
11,38,"        &=sighs well my sister doesn't like any red things.","I+P"
11,38,"        the only thing she eats is red is apples.","I+T"
11,38,"        pretzel.","L"
11,38,"        I don't know hardly anything about pretzels.","I+L"
11,38,"        HM, it's twisty.","P"
11,38,"        police.","L"
11,38,"        I don't know really anything about police.","I+L"
11,38,"        mm, they lead the roads.","F"
11,38,"        frog.","L"
11,38,"        it bounces.","F"
11,38,"        snake.","L"
11,38,"        my friend has a, skin from a snake.","I+L+F"
11,38,"        no.","NA"
11,38,"        corn.","L"
11,38,"        it looks doesn't look like really corn.","P+L"
11,38,"        owl.","L"
11,38,"        comes out at nights.","F"
11,38,"        rabbit.","L"
11,38,"        it bounces too.","F"
11,38,"        milk.","L"
11,38,"        my sister loves it.","I"
11,38,"        uh, working out man.","L"
11,38,"        I can't think of anything else about this.","I"
11,38,"        I don't know.","NA"
11,38,"        surfing.","L"
11,38,"        they <love this> [?].","P"
11,38,"        and you surf on the water.","F"
12,45,"        cupcake.","L"
12,45,"        I think it's chocolate-chip cupcake.","I+L"
12,45,"        now I and,  I can't have chocolate.","I"
12,45,"        I ca- I'm allergic to peanuts.","I"
12,45,"        and I, and I have a dog and I'm allergic to dogs.","I"
12,45,"        but we we're keeping(g) him, forever.","I"
12,45,"        his name, my my dog's name is xxx [= pet].","I"
12,45,"        and I even have a toy dog named Winston.","I"
12,45,"        and, and it used to be my mom's.","I"
12,45,"        can't you?","NA"
12,45,"        I have to [?] eat (the)em &=makes:Zorg_Eat_CHI_face.","F"
12,45,"        he was trying to eat my nose.","NA"
12,45,"        a lady.","L"
12,45,"        look's like she's old (be)cause he has, (be)cause she has that &=points:cane.","P"
12,45,"        old.","P"
12,45,"        um +...","NA"
12,45,"        a bird.","L"
12,45,"        it's on a pirate's shoulder.","P"
12,45,"        probably.","NA"
12,45,"        it flies and where pirates are.","F"
12,45,"        somebody in his office.","P"
12,45,"        that's why I know it's his office.","I"
12,45,"        I'm no- I'm never gonna be that.","I"
12,45,"        besides, it's a ballerina.","L"
12,45,"        looks like one.","P"
12,45,"        dancing on her toes.","P"
12,45,"        a butterfly.","L"
12,45,"        we have a lot of butterflies in our backyard.","I+L"
12,45,"        and mister and missus first name our neighbors, [they, in the back","I"
12,45,"        and and they have a lot of mosquitoes.","I"
12,45,"        and over by the little playhouse at our house there's a, there's a little bit of shade coming(g) +...","I"
12,45,"        and it's over the playhouse.","I"
12,45,"        about my backyard?","I"
12,45,"        about my backyard?","I"
12,45,"        a butterfly.","L"
12,45,"        about my backyard?","I"
12,45,"        well- okay m +...","NA"
12,45,"        I don't know.","I"
12,45,"        well that, it has, looks like it has prickles on it.","P"
12,45,"        I think this is the one that my +...","I"
12,45,"        &=turns:multiple_pages a dolphin under, under under this page.","L"
12,45,"        I don't, I don't know.","NA"
12,45,"        I don't know.","NA"
12,45,"        a cracker.","L"
12,45,"        it has holes in it.","P"
12,45,"        you eat it.","F"
12,45,"        a dolphin.","L"
12,45,"        it jumps high in the, in the air and then and +...","P"
12,45,"        and it lives in the ocean.","F"
12,45,"        he eats fish.","F"
12,45,"        fire fighter.","L"
12,45,"        oh, a cat.","L"
12,45,"        it meows.","F"
12,45,"        and I'm allergic to cats.","I+L"
12,45,"        so that's why I don't have a cat.","I+L"
12,45,"        fuzzy &=lifts:page.","P"
12,45,"        and we know what's under this picture.","I"
12,45,"        a fire fighter.","L"
12,45,"        it sprays fires out.","P"
12,45,"        saves cats, up in a tree.","F"
12,45,"        and, that's ice cream.","L"
12,45,"        and you eat it.","F"
12,45,"        I don't, I don't like the, the cone.","I"
12,45,"        I like the ice cream [part].","I+L"
12,45,"        my favorite is blue.","I"
12,45,"        [ , a skunk].","L"
12,45,"        it sprays.","F"
12,45,"        from his butt.","F"
12,45,"        and there's a skunk out in the woods in our backyard.","I+L"
12,45,"        some- I +...","NA"
12,45,"        and you know what?","NA"
12,45,"        there was, there was four skunks in the basement of my church.","I+L"
12,45,"        one and- and somebody got the skunks.","I+L"
12,45,"        and they weren't in separate cages.","I"
12,45,"        they were all in the, in the same cage.","I"
12,45,"        three children and the baby live in a smaller cage.","I"
12,45,"        a pumpkin.","L"
12,45,"        it has a stem.","P"
12,45,"        yeah.","NA"
12,45,"        we cut it, like a, [like a Halloween].","F"
12,45,"        we cut it out for Halloween.","F"
12,45,"        baseball.","L"
12,45,"        and a baseball player.","L"
12,45,"        so what's that?","NA"
12,45,"        it's way back, way back at the office.","P"
12,45,"        way back at the office.","P"
12,45,"        way back at the bike.","L"
12,45,"        I'm a turkey am I, aren't I?","I"
12,45,"        back at the cupcake.","L"
12,45,"        lady.","L"
12,45,"        office.","P"
12,45,"        I'm pretty tricky.","I"
12,45,"        bike.","L"
12,45,"        office.","P"
12,45,"        bike.","L"
12,45,"        office.","P"
12,45,"        bike.","L"
12,45,"        office.","P"
13,58,"        ice cream.","L"
13,58,"        you eat ice cream.","F+L"
13,58,"        and other people have ice cream from stores, too.","F+L"
13,58,"        ice cream is for licking or for [?] eating with a spoon.","L+F"
13,58,"        you can eat it off a cone with a spoon or you can eat it from a bowl with a spoon.","F+P"
13,58,"        and I can lick it from a cone, or from in a bowl.","F+P"
13,58,"        I can do that.","F"
13,58,"        unless it's cold [?] I can just put my tongue in.","F"
13,58,"        a cat.","L"
13,58,"        um cats have fur.","L+P"
13,58,"        and they have <four> [?] legs.","P"
13,58,"        and they have, whiskers.","P"
13,58,"        and their whiskers help them with things.","P+F"
13,58,"        and all-and-and some-lo-a lot of cats are different colors.","L+P"
13,58,"        and some people, have cats.","F+L"
13,58,"        and all cats are different and some people have the same kind of cats.","L+P+F"
13,58,"        they have a tail but people don't.","P+T"
13,58,"        because tails all +...","P"
13,58,"        they have tails because so so so just because.","P"
13,58,"        that's all I know.","I"
13,58,"        a race car.","P"
13,58,"        and they go in a speed xxx with lots of people watching.","P"
13,58,"INV:        what is this?","L"
13,58,"        dolphins go <in the> [?] water.","L+P"
13,58,"        and they live in the ocean.","P"
13,58,"        and sharks could eat dolphins.","T+F+L"
13,58,"        and dolphins can go up so sharks can't eat them.","L+P+T+F"
13,58,"        and when they come back down sharks can eat them.","F+T"
13,58,"        so when when they go up sharks can't eat them and so and and [?] they live in the was and and they jump back into the water.","P+T+F"
13,58,"        they have fins and they, they have fins and they have a tail like any other sea animal.","P+T"
13,58,"        um I don't know.","I"
13,58,"        a person who sits and does paperwork.","P"
13,58,"        he he likes papers and wears glasses.","I+P"
13,58,"        and he has a book that tells him things.","P"
13,58,"        I don't know.","NA"
13,58,"        a parrot.","L"
13,58,"        parrots have lots of colors on their tails.","L+P"
13,58,"        and on the body.","P"
13,58,"        they have feathers too.","P"
13,58,"        they they have share-a little bit of sharp claws.","P"
13,58,"        and they have a pointy beak like all other birds that so he can eat, his food out of bird feeders.","P+F"
13,58,"        a fireman.","L"
13,58,"        he fights out fires.","P"
13,58,"        he doesn't know much about this one.","I"
13,58,"        he he has a hose that can, get out the fire.","P"
13,58,"        and, and he has a big ladder so he can do from anywhere.","P"
13,58,"        so so so all they can be saved from the fire.","F+P"
13,58,"        a c-a muffin.","L"
13,58,"        muffins have things on them.","L+P"
13,58,"        and they have a wrapper on them.","P"
13,58,"        they they some have blueberries.","P"
13,58,"        and some are plain.","P"
13,58,"        and some, and some of them are are just plain and they don't have anything on them.","P"
13,58,"        and no nuts <and some have> [?] nuts.","P"
13,58,"        a monarch butterfly.","L"
13,58,"        monarch butterflies, have dots on on the outside of the xxx inside.","L+P"
13,58,"        um they they turn out to caterpillars first and then come the monarch butterflies.","F+T+L"
13,58,"        and they have, these things just because some so [?] because um they they so they can smell and do things.","P+F"
13,58,"        and they drink nectar from [?] different flowers just like bumble bees.","F+T"
13,58,"        a [?] ballerina.","L"
13,58,"        ballerinas have tutus.","L+P"
13,58,"        um they spin on their ballerina shoe.","P"
13,58,"        and they have special tutus.","P"
13,58,"        and they have different kind of places.","F"
13,58,"        and sometimes xxx places.","F"
13,58,"        pineapple.","L"
13,58,"        pineapples have a little bit pokey on on the on the skin.","L+P"
13,58,"        the end, the ends have pokey bits on the ends.","P"
13,58,"        and the green on the xxx on the pokey bits.","P"
13,58,"        and it's brown xxx on the pokey bits.","P"
13,58,"        a skunk.","L"
13,58,"        skunks have special stickiness coming from bu, um coming from their tail.","L+F+P"
13,58,"        coming from inside under the tail.","F+P"
13,58,"        and they and they xxx white and black.","P"
13,58,"        and they and they have whiskers and sharp claws.","P"
13,58,"        his tail closes up when he's when it when <he's> [?] pushing the bad the bad smell out.","P+F"
13,58,"        and they have fur.","P"
13,58,"        a old lady.","L"
13,58,"        old ladies have necklaces and they have canes so they can walk well outside.","L+P"
13,58,"        and they and they and they have special and they have Grey hair.","P"
13,58,"        and they wear glasses around.","P"
13,58,"        and some don't.","P"
13,58,"        old people, have, I don't know.","T+I"
13,58,"        a cracker.","L"
13,58,"        they're crunchy.","P"
13,58,"        uh they have holes in them.","P"
13,58,"        so the you eat them.","F"
13,58,"        you can eat them (be)cause they have holes in them that you can eat.","F+P"
13,58,"        and they have crumbs or xxx.","P"
13,58,"        a pumpkin.","L"
13,58,"        um pumpkins are orange.","L+P"
13,58,"        um from the top you carry it from where the stem is.","F+P"
13,58,"        and they grow in the dirt.","F"
13,58,"        and when they're when they're big and you can pull (the)em out of the dirt.","P+F"
13,58,"        and they can come.","F"
13,58,"        and you can make things with them.","F"
13,58,"        and  make a scary face.","F"
13,58,"        and and you can do anything, with them.","F"
14,55,"        owl.","L"
14,55,"        uh, it, it has claws.","P"
14,55,"        and fur.","P"
14,55,"        and a tail.","P"
14,55,"        and pointy nose.","P"
14,55,"        and eyes.","P"
14,55,"        and cheeks.","P"
14,55,"        and has hairs.","P"
14,55,"        king.","L"
14,55,"        I can do the very, I don't think I know anything about that one.","I"
14,55,"        no [= quietly].","NA"
14,55,"        milk.","L"
14,55,"        you can drink it.","F"
14,55,"        it's white.","P"
14,55,"        it goes in the glass.","P"
14,55,"        you pour it.","F"
14,55,"        and use liquid to make it.","F"
14,55,"        mm I think, oh okay.","I"
14,55,"        pretzel.","L"
14,55,"        you you eat it.","F"
14,55,"        and it has sugary stuff in.","P"
14,55,"        and it's colored.","P"
14,55,"        it has holes.","P"
14,55,"        frog.","L"
14,55,"        it jumps.","F"
14,55,"        it climbs on trees.","F"
14,55,"        it, has soft claws.","P"
14,55,"        snake.","L"
14,55,"        it, it crawls.","F"
14,55,"        it has a long body.","P"
14,55,"        strawberry.","L"
14,55,"        it it has leafs.","P"
14,55,"        it has a root.","P"
14,55,"        it's red.","P"
14,55,"        it has leafs.","P"
14,55,"        and it grows.","F"
14,55,"        and sometimes it's brown.","F"
14,55,"        gardener.","L"
14,55,"        I don't really think I have anything to tell about it.","I"
14,55,"        not, really.","NA"
14,55,"        corn.","L"
14,55,"        um it, it has different colors on the cob part.","P"
14,55,"        you you eat the color part off.","F"
14,55,"        and it grows in the field.","F"
14,55,"        and it's in a farm.","F"
14,55,"        police officer.","L"
14,55,"        um they +...","NA"
14,55,"        I can't.","I"
14,55,"        I don't [?] have anything.","NA"
14,55,"        hive.","L"
14,55,"        bees live in it.","F"
14,55,"        and and it's strong.","F"
14,55,"        and it's where the bees make their honey.","F"
14,55,"        diver.","L"
14,55,"        it, swims.","F"
14,55,"        I don't think there's anything else.","I"
14,55,"        lion.","L"
14,55,"        it's wild.","P"
14,55,"        it it, it it has um a flat feet.","P"
14,55,"        rabbit.","L"
14,55,"        it it jumps.","F"
14,55,"        it digs a hole for its home.","F"
14,55,"        um, I don't know.","I"
14,55,"        I'm not sure if I have anything.","NA"
14,55,"        so +...","NA"
14,55,"        giant maybe.","L"
14,55,"        I don't think I have anything.","NA"
15,61,"        lion.","L"
15,61,"        uh it's a daddy lion (be)cause +...","L"
15,61,"        you know it's a daddy lion (be)cause see how this +...","P+L"
15,61,"        I know it's a daddy lion (be)cause of the mane.","P+L"
15,61,"        and the tail and the sharp claws.","P"
15,61,"        and how it roars.","F"
15,61,"        xxx and how it roars.","F"
15,61,"        I used, I like strawberries but I'm sick of them right now.","I+L"
15,61,"        uh watch out for some of these, spines that are black.","P"
15,61,"        (be)cause then you can't eat the ones with the black.","F"
15,61,"        yeah.","NA"
15,61,"        uh they grow on bushes.","F"
15,61,"        I haven't been strawberry picking but I have been blueberry picking(g).","I+L"
15,61,"        and apple picking with my school once.","NA"
15,61,"        for their first field trip.","NA"
15,61,"        and guess what for Hallowe-for Halloween they they had did a pajama day.","NA"
15,61,"        and we got to wear pick out our pajamas [for today for the day].","NA"
15,61,"        well we had to keep on our pa-well we had to take off those pajamas we were wearing for bed.","NA"
15,61,"        and look who I have on my shoes.","NA"
15,61,"        Batman.","NA"
15,61,"        he's one of the Justice League Heroes.","NA"
15,61,"        and strawberries are something you eat.","F"
15,61,"        and they're sweet.","F"
15,61,"        mm a glass.","L"
15,61,"        a glass is when you drop it it kinda goes","F"
15,61,"        then little pieces gets lost.","F"
15,61,"        yeah my mom, that happened to my mom once.","I"
15,61,"        (be)cause when she had a glass full of water I just saw her [?] hand it with one hand and then she dropped it.","I+L"
15,61,"        and water came came spilling all over the place.","I"
15,61,"        and it broke.","I"
15,61,"        and you drink out of it.","F"
15,61,"        and it's fragile because it's all made out of glass.","F"
15,61,"        surfing.","L"
15,61,"        there's a man surfing.","P"
15,61,"        but be careful not to go &=motions:hands_falling_over.","F+I"
15,61,"        but don't surf upside down.","F+I"
15,61,"        (be)cause that'll be too dangerous.","F+I"
15,61,"        you'll fall off your surfer.","F"
15,61,"        go ah.","NA"
15,61,"        you'll have to try and swim up.","F"
15,61,"        but if you don't know how to swim and you're trying to surf and you fall in deep water, that won't be good.","F"
15,61,"        then the teacher who's teaching you will have to go whoosh","F"
15,61,"        and come in and get you out.","F"
