Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
1561722,00:26:01.722,m,where did it go?,0,,,,,,1,it,,,,,,
1564000,00:26:04.0,m,oh no,0,,,,,,0,,,,,,,
1565292,00:26:05.292,m,is it stuck?,0,,,,,,1,it,,,,,,
1568488,00:26:08.488,m,where did it go?,0,,,,,,1,it,,,,,,
1572517,00:26:12.517,m,[sound effect],0,,,,,,0,,,,,,,
1574533,00:26:14.533,m,magic,1,magic,,,,,0,,,,,,,
1575863,00:26:15.863,m,yeah,0,,,,,,0,,,,,,,
1578178,00:26:18.178,m,[imitate],0,,,,,,0,,,,,,,
1581238,00:26:21.238,m,where did it go?,0,,,,,,1,it,,,,,,
1583696,00:26:23.696,m,oh sorry Mills,1,mills,,,,,0,,,,,,,
1585352,00:26:25.352,m,where is it?,0,,,,,,1,it,,,,,,
1585998,00:26:25.998,m,I don't see it,0,,,,,,2,i,it,,,,,
1587596,00:26:27.596,m,was it over there?,0,,,,,,1,it,,,,,,
1589262,00:26:29.262,m,no it's right here,0,,,,,,1,it,,,,,,
1595960,00:26:35.960,m,you hide it,0,,,,,,2,you,it,,,,,
1597528,00:26:37.528,m,you hide it where does it go?,0,,,,,,3,you,it,it,,,,
1599088,00:26:39.88,m,oh no where is it?,0,,,,,,1,it,,,,,,
1600702,00:26:40.702,m,oh it's right there,0,,,,,,1,it,,,,,,
1602246,00:26:42.246,m,how about your pocket?,1,pocket,,,,,1,your,,,,,,
1603440,00:26:43.440,m,could you put it in your pocket?,1,pocket,,,,,3,you,it,your,,,,
1604324,00:26:44.324,m,where's your pocket?,1,pocket,,,,,1,your,,,,,,
1606554,00:26:46.554,m,put it in your pocket?,1,pocket,,,,,2,it,your,,,,,
1614672,00:26:54.672,m,[sound effect],0,,,,,,0,,,,,,,
1615884,00:26:55.884,m,all gone,0,,,,,,0,,,,,,,
1619998,00:26:59.998,m,can be a little hard to get out,0,,,,,,1,little,,,,,,
1621460,00:27:01.460,m,want my help?,1,help,,,,,1,my,,,,,,
1626322,00:27:06.322,m,okay here,0,,,,,,0,,,,,,,
1628401,00:27:08.401,m,there it is,0,,,,,,1,it,,,,,,
1632986,00:27:12.986,m,you got treasure in your pocket?,2,treasure,pocket,,,,2,you,your,,,,,
1636029,00:27:16.29,m,don't do that with the real strawberry or we're in trouble,1,strawberry,,,,,2,that,we,,,,,
1639915,00:27:19.915,m,what else can you put in your pocket?,1,pocket,,,,,2,you,your,,,,,
1642556,00:27:22.556,m,any other treasure fits in your pocket?,2,treasure,pocket,,,,1,your,,,,,,
1648485,00:27:28.485,m,I don't know,0,,,,,,1,i,,,,,,
1648796,00:27:28.796,m,oh,0,,,,,,0,,,,,,,
1649680,00:27:29.680,m,a frog,1,frog,,,,,0,,,,,,,
1650695,00:27:30.695,m,a frog will fit into your other pocket?,2,frog,pocket,,,,1,your,,,,,,
1653284,00:27:33.284,m,put that in your other pocket?,1,pocket,,,,,2,that,your,,,,,
1661750,00:27:41.750,m,I didn't clean this very well,0,,,,,,2,i,this,,,,,
1666442,00:27:46.442,m,do you want to get it out?,0,,,,,,2,you,it,,,,,
1667836,00:27:47.836,m,want some help?,1,help,,,,,0,,,,,,,
1668700,00:27:48.700,m,ready?,0,,,,,,0,,,,,,,
1669366,00:27:49.366,m,one two,0,,,,,,0,,,,,,,
1670450,00:27:50.450,m,[sound effect],0,,,,,,0,,,,,,,
1671406,00:27:51.406,m,three,0,,,,,,0,,,,,,,
1673752,00:27:53.752,m,strawberry,1,strawberry,,,,,0,,,,,,,
1675454,00:27:55.454,m,yay,0,,,,,,0,,,,,,,
1678986,00:27:58.986,m,put it back in,0,,,,,,1,it,,,,,,
1679464,00:27:59.464,m,you're going to hide it,0,,,,,,2,you,it,,,,,
1681958,00:28:01.958,m,got it,0,,,,,,1,it,,,,,,
1682694,00:28:02.694,m,I'm sorry,0,,,,,,1,i,,,,,,
1685958,00:28:05.958,m,oh no,0,,,,,,0,,,,,,,
1687197,00:28:07.197,m,where's the strawberry?,1,strawberry,,,,,0,,,,,,,
1688168,00:28:08.168,m,where did it go?,0,,,,,,1,it,,,,,,
1689560,00:28:09.560,m,oh no,0,,,,,,0,,,,,,,
1690888,00:28:10.888,m,it's all gone,0,,,,,,1,it,,,,,,
1695376,00:28:15.376,m,all gone,0,,,,,,0,,,,,,,
1698878,00:28:18.878,m,did it disappear?,0,,,,,,1,it,,,,,,
1702963,00:28:22.963,m,where did it go?,0,,,,,,1,it,,,,,,
1710166,00:28:30.166,m,do you want me to get it?,0,,,,,,3,you,me,it,,,,
1711050,00:28:31.50,m,do you want help?,1,help,,,,,1,you,,,,,,
1714246,00:28:34.246,m,look here it is,0,,,,,,1,it,,,,,,
1749402,00:29:09.402,m,what's wrong,0,,,,,,0,,,,,,,
1750320,00:29:10.320,m,what's wrong?,0,,,,,,0,,,,,,,
1750592,00:29:10.592,m,you can't get it in?,0,,,,,,2,you,it,,,,,
1751837,00:29:11.837,m,okay,0,,,,,,0,,,,,,,
1753662,00:29:13.662,m,okay I help,0,,,,,,1,i,,,,,,
1755284,00:29:15.284,m,okay now,0,,,,,,0,,,,,,,
1756966,00:29:16.966,m,all done?,0,,,,,,0,,,,,,,
1759026,00:29:19.26,m,good,0,,,,,,0,,,,,,,
1760043,00:29:20.43,m,oh good job,0,,,,,,0,,,,,,,
1764377,00:29:24.377,m,that wasn't the song I thought it was,1,song,,,,,3,that,i,it,,,,
1768476,00:29:28.476,m,what's wrong?,0,,,,,,0,,,,,,,
1770380,00:29:30.380,m,you can't get it out?,0,,,,,,2,you,it,,,,,
1773494,00:29:33.494,m,you trying to get it back then push,0,,,,,,2,you,it,,,,,
1774902,00:29:34.902,m,push it,0,,,,,,1,it,,,,,,
1776024,00:29:36.24,m,push back this,0,,,,,,1,this,,,,,,
1779284,00:29:39.284,m,there it is,0,,,,,,1,it,,,,,,
1782756,00:29:42.756,m,[sound effect] Mill Mill [sound effect] Mill Mill,1,mill,,,,,0,,,,,,,
1792378,00:29:52.378,m,what's wrong?,0,,,,,,0,,,,,,,
1793715,00:29:53.715,m,you can't get it out?,0,,,,,,2,you,it,,,,,
1798906,00:29:58.906,m,do you want help?,1,help,,,,,1,you,,,,,,
1804075,00:30:04.75,m,okay mama help?,2,mama,help,,,,0,,,,,,,
1805126,00:30:05.126,m,do you want some help?,1,help,,,,,1,you,,,,,,
1807440,00:30:07.440,m,[laugh],0,,,,,,0,,,,,,,
1808216,00:30:08.216,m,what a xxx,0,,,,,,0,,,,,,,
1809378,00:30:09.378,m,what a face,1,face,,,,,0,,,,,,,
1810840,00:30:10.840,m,okay,0,,,,,,0,,,,,,,
1811588,00:30:11.588,m,do you want the strawberry to come out?,1,strawberry,,,,,1,you,,,,,,
1814614,00:30:14.614,m,like this?,0,,,,,,1,this,,,,,,
1816042,00:30:16.42,m,is that what you want?,0,,,,,,2,that,you,,,,,
1818354,00:30:18.354,m,there,0,,,,,,0,,,,,,,
1820555,00:30:20.555,m,now it's out,0,,,,,,1,it,,,,,,
1830757,00:30:30.757,m,you were concentrating so hard you were drooling poorly,0,,,,,,2,you,you,,,,,
1838346,00:30:38.346,m,I know pockets are kind of hard,1,pockets,,,,,1,i,,,,,,
1841264,00:30:41.264,m,okay so we got to open the pocket,1,pocket,,,,,1,we,,,,,,
1845690,00:30:45.690,m,can you do that with this hand?,1,hand,,,,,3,you,that,this,,,,
1846948,00:30:46.948,m,we open it a little bit?,0,,,,,,2,we,it,,,,,
1848512,00:30:48.512,m,okay and then push,0,,,,,,0,,,,,,,
1850416,00:30:50.416,m,push push push push,0,,,,,,0,,,,,,,
1852150,00:30:52.150,m,yay,0,,,,,,0,,,,,,,
1853136,00:30:53.136,m,you did it,0,,,,,,2,you,it,,,,,
1854098,00:30:54.98,m,good job,0,,,,,,0,,,,,,,
1855370,00:30:55.370,m,okay,0,,,,,,0,,,,,,,
1856128,00:30:56.128,m,you go back at drawing?,0,,,,,,1,you,,,,,,
1862826,00:31:02.826,m,[laugh],0,,,,,,0,,,,,,,
1864866,00:31:04.866,m,you're obsess with the strawberry,1,strawberry,,,,,1,you,,,,,,
1869388,00:31:09.388,m,William,1,william,,,,,0,,,,,,,
1872860,00:31:12.860,m,[sound effect],0,,,,,,0,,,,,,,
1878820,00:31:18.820,m,calling for William,1,william,,,,,0,,,,,,,
1882274,00:31:22.274,m,[laugh],0,,,,,,0,,,,,,,
1902674,00:31:42.674,m,do you want to dance?,0,,,,,,1,you,,,,,,
1905122,00:31:45.122,m,do you want to dance?,0,,,,,,1,you,,,,,,
1906686,00:31:46.686,m,dance yeah,0,,,,,,0,,,,,,,
1914098,00:31:54.98,m,dot dot dot,1,dot,,,,,0,,,,,,,
1915458,00:31:55.458,m,dot dot dot,1,dot,,,,,0,,,,,,,
1919776,00:31:59.776,m,you're so strong,0,,,,,,1,you,,,,,,
1923108,00:32:03.108,m,you're making drool pictures,2,drool,pictures,,,,1,you,,,,,,
1924366,00:32:04.366,m,[laugh],0,,,,,,0,,,,,,,
1927555,00:32:07.555,m,you funny,0,,,,,,1,you,,,,,,
1928650,00:32:08.650,m,yeah that's your drool right there pal,2,drool,pal,,,,1,that,your,,,,,
1930894,00:32:10.894,m,that wasn't the pen,1,pen,,,,,1,that,,,,,,
1938986,00:32:18.986,m,it's little warm in here,0,,,,,,1,it,,,,,,
1946160,00:32:26.160,m,ready?,0,,,,,,0,,,,,,,
1947044,00:32:27.44,m,put your hands up,1,hands,,,,,1,your,,,,,,
1948737,00:32:28.737,m,hands up,1,hands,,,,,0,,,,,,,
1951736,00:32:31.736,m,good job,0,,,,,,0,,,,,,,
1954184,00:32:34.184,m,okay I'm working on it I'm working on it,0,,,,,,4,i,it,i,it,,,
1961309,00:32:41.309,m,it's your belly button,1,bellybutton,,,,,2,it,your,,,,,
1962425,00:32:42.425,m,oh xxx belly button your belly button,2,bellybutton,bellybutton,,,,1,your,,,,,,
1973700,00:32:53.700,m,[sound effect],0,,,,,,0,,,,,,,
1994127,00:33:14.127,m,you all done with that?,0,,,,,,2,you,that,,,,,
1994950,00:33:14.950,m,okay,0,,,,,,0,,,,,,,
1997518,00:33:17.518,m,can we close it?,0,,,,,,2,we,it,,,,,
1998520,00:33:18.520,m,can you close it?,0,,,,,,2,you,it,,,,,
1999441,00:33:19.441,m,can you close this side?,1,side,,,,,2,you,this,,,,,
2003042,00:33:23.42,m,thank you,0,,,,,,0,,,,,,,
2004683,00:33:24.683,m,okay and then can you put this on there can you close that?,0,,,,,,4,you,this,you,that,,,
2007734,00:33:27.734,m,can you push that down?,0,,,,,,2,you,that,,,,,
2011266,00:33:31.266,m,push,0,,,,,,0,,,,,,,
2012222,00:33:32.222,m,oh on here,0,,,,,,0,,,,,,,
2013106,00:33:33.106,m,no otherwise this way,1,way,,,,,1,this,,,,,,
2014738,00:33:34.738,m,that and then can you put the pen away?,1,pen,,,,,2,that,you,,,,,
2020920,00:33:40.920,m,excellent,0,,,,,,0,,,,,,,
2022456,00:33:42.456,m,good job,0,,,,,,0,,,,,,,
2024802,00:33:44.802,m,hey high five,0,,,,,,0,,,,,,,
2026162,00:33:46.162,m,high five good job,0,,,,,,0,,,,,,,
2028440,00:33:48.440,m,can I have a high five?,0,,,,,,1,i,,,,,,
2031908,00:33:51.908,m,yay all done,0,,,,,,0,,,,,,,
2033302,00:33:53.302,m,no you're just going to go all the way through now,0,,,,,,1,you,,,,,,
2038334,00:33:58.334,m,uhoh,0,,,,,,0,,,,,,,
2039490,00:33:59.490,m,oh we're going to put it back,0,,,,,,2,we,it,,,,,
2047385,00:34:07.385,m,good job,0,,,,,,0,,,,,,,
2048024,00:34:08.24,m,okay stop stop,0,,,,,,0,,,,,,,
2049155,00:34:09.155,m,no it's going to go all the way through,0,,,,,,1,it,,,,,,
2055488,00:34:15.488,m,[laugh],0,,,,,,0,,,,,,,
2056592,00:34:16.592,m,we're just going to do this,0,,,,,,2,we,this,,,,,
2062415,00:34:22.415,m,oh perfect stop oh no,0,,,,,,0,,,,,,,
2071960,00:34:31.960,m,[sound effect],0,,,,,,0,,,,,,,
2076992,00:34:36.992,m,okay stop,0,,,,,,0,,,,,,,
2077842,00:34:37.842,m,oh,0,,,,,,0,,,,,,,
2082874,00:34:42.874,m,[laugh],0,,,,,,0,,,,,,,
2088382,00:34:48.382,m,okay all done,0,,,,,,0,,,,,,,
2089504,00:34:49.504,m,oh no,0,,,,,,0,,,,,,,
2094060,00:34:54.60,m,okay last time,1,time,,,,,0,,,,,,,
2095590,00:34:55.590,m,let's go do something else,0,,,,,,0,,,,,,,
2097800,00:34:57.800,m,do you want to go read a story?,1,story,,,,,1,you,,,,,,
2100656,00:35:00.656,m,should we go get a story?,1,story,,,,,1,we,,,,,,
2106096,00:35:06.96,m,no okay,0,,,,,,0,,,,,,,
2112820,00:35:12.820,m,all done?,0,,,,,,0,,,,,,,
2114512,00:35:14.512,m,okay,0,,,,,,0,,,,,,,
2115412,00:35:15.412,m,good job,0,,,,,,0,,,,,,,
2116869,00:35:16.869,m,mama put it away oop okay,1,mama,,,,,1,it,,,,,,
2118948,00:35:18.948,m,all right all done,0,,,,,,0,,,,,,,
2121839,00:35:21.839,m,[imitate],0,,,,,,0,,,,,,,
2123606,00:35:23.606,m,[imitate],0,,,,,,0,,,,,,,
2124490,00:35:24.490,m,can I have a kiss?,1,kiss,,,,,1,i,,,,,,
2126497,00:35:26.497,m,can I have a kiss?,1,kiss,,,,,1,i,,,,,,
2128167,00:35:28.167,m,thank you,0,,,,,,0,,,,,,,
2129658,00:35:29.658,m,thank you thank you,0,,,,,,0,,,,,,,
2139417,00:35:39.417,m,oh you still got your strawberry?,1,strawberry,,,,,2,you,your,,,,,
2141269,00:35:41.269,m,you want some help?,0,,,,,,1,you,,,,,,
2144380,00:35:44.380,m,there we go,0,,,,,,1,we,,,,,,
2145128,00:35:45.128,m,you want to put it,0,,,,,,2,you,it,,,,,
2146216,00:35:46.216,m,here should we cook it up?,0,,,,,,2,we,it,,,,,
2147644,00:35:47.644,m,should we make some strawberry jam?,2,strawberry,jam,,,,1,we,,,,,,
2152778,00:35:52.778,m,you want to go cook it in your kitchen?,1,kitchen,,,,,3,we,it,your,,,,
2154993,00:35:54.993,m,oh you're going to cook a train too?,1,train,,,,,1,you,,,,,,
2156722,00:35:56.722,m,I don't know how that's going to work out,0,,,,,,2,i,that,,,,,
2164236,00:36:04.236,m,do you want to feed all your animals?,2,animals,,,,,2,you,your,,,,,
2166748,00:36:06.748,m,should I set them up?,0,,,,,,2,i,them,,,,,
2167398,00:36:07.398,m,and you want to feed them?,0,,,,,,2,you,them,,,,,
2171852,00:36:11.852,m,okay,0,,,,,,0,,,,,,,
2172872,00:36:12.872,m,I'm going to set everybody up I think they're getting hungry for lunch,1,lunch,,,,,3,i,i,they,,,,
2208164,00:36:48.164,m,I think you're cow is hungry,1,cow,,,,,2,i,your,,,,,
2210680,00:36:50.680,m,oh he doesn't want to eat a train,1,train,,,,,1,he,,,,,,
2212759,00:36:52.759,m,what about strawberry?,1,strawberry,,,,,0,,,,,,,
2214292,00:36:54.292,m,would the cow like the strawberry?,2,cow,strawberry,,,,0,,,,,,,
2215372,00:36:55.372,m,do you have a strawberry handy?,1,strawberry,,,,,1,you,,,,,,
2217600,00:36:57.600,m,the one over there,1,one,,,,,0,,,,,,,
2223430,00:37:03.430,m,is he hungry?,0,,,,,,1,he,,,,,,
2225470,00:37:05.470,m,oh thank you oh that's so nice,0,,,,,,1,that,,,,,,
2227850,00:37:07.850,m,what about the horse?,1,horse,,,,,0,,,,,,,
2229312,00:37:09.312,m,is the horse hungry too?,1,horse,,,,,0,,,,,,,
2231896,00:37:11.896,m,you know what?,0,,,,,,1,you,,,,,,
2232338,00:37:12.338,m,I bet the horse would like an apple,2,horse,apple,,,,1,i,,,,,,
2233936,00:37:13.936,m,is there an apple in your kitchen?,2,apple,kitchen,,,,1,your,,,,,,
2241450,00:37:21.450,m,yeah that's the apple,1,apple,,,,,1,that,,,,,,
2243456,00:37:23.456,m,good job,0,,,,,,0,,,,,,,
2244578,00:37:24.578,m,you want to try and give it to the horsie?,1,horsie,,,,,2,you,it,,,,,
2246411,00:37:26.411,m,oh a strawberry and an apple?,2,strawberry,apple,,,,0,,,,,,,
2247468,00:37:27.468,m,oh that sounds delicious,0,,,,,,1,that,,,,,,
2250052,00:37:30.52,m,mmhm,0,,,,,,0,,,,,,,
2251514,00:37:31.514,m,what else do you have?,0,,,,,,1,you,,,,,,
2258212,00:37:38.212,m,but you could try,0,,,,,,1,you,,,,,,
2263108,00:37:43.108,m,mama's going to grab your broom,2,mama,broom,,,,1,your,,,,,,
2271418,00:37:51.418,m,you're going to feed,0,,,,,,1,you,,,,,,
2272356,00:37:52.356,m,you're going to feed the rest of the animals?,1,animals,,,,,1,you,,,,,,
2274464,00:37:54.464,m,oh you're going to sweep instead,0,,,,,,1,you,,,,,,
2277490,00:37:57.490,m,no,0,,,,,,0,,,,,,,
2303228,00:38:23.228,m,hey can you dance?,0,,,,,,1,you,,,,,,
2317576,00:38:37.576,m,you're going to sweep?,0,,,,,,1,you,,,,,,
2318528,00:38:38.528,m,you're going to clean?,0,,,,,,1,you,,,,,,
2319888,00:38:39.888,m,oh yes please clean,0,,,,,,0,,,,,,,
2321112,00:38:41.112,m,oh thank you,0,,,,,,0,,,,,,,
2323220,00:38:43.220,m,thank you thank you,0,,,,,,0,,,,,,,
2324818,00:38:44.818,m,that was lovely,0,,,,,,1,that,,,,,,
2329994,00:38:49.994,m,where you going?,0,,,,,,1,you,,,,,,
2335843,00:38:55.843,m,here,0,,,,,,0,,,,,,,
2336922,00:38:56.922,m,mama get your pot out of the way,2,mama,pot,,,,1,your,,,,,,
2342736,00:39:02.736,m,alright,0,,,,,,0,,,,,,,
2348958,00:39:08.958,m,hey who's this,0,,,,,,1,this,,,,,,
2350454,00:39:10.454,m,it's your dinosaur?,1,dinosaur,,,,,1,your,,,,,,
2351644,00:39:11.644,m,[sound effect],0,,,,,,0,,,,,,,
2353225,00:39:13.225,m,[sound effect],0,,,,,,0,,,,,,,
2370412,00:39:30.412,m,wow this is a depressing song for kids collection,3,song,kids,collection,,,1,this,,,,,,
2374910,00:39:34.910,m,some depressing Frank,1,frank,,,,,0,,,,,,,
2377348,00:39:37.348,m,how do you feel about Frank buddy?,2,frank,buddy,,,,1,you,,,,,,
2380730,00:39:40.730,m,William what's this?,1,william,,,,,1,this,,,,,,
2382621,00:39:42.621,m,William,1,william,,,,,0,,,,,,,
2384569,00:39:44.569,m,can you make a fish face?,2,fish,face,,,,1,you,,,,,,
2386256,00:39:46.256,m,do you remember how to do fish face?,2,fish,face,,,,1,you,,,,,,
2387786,00:39:47.786,m,William,1,william,,,,,0,,,,,,,
2389145,00:39:49.145,m,William,1,william,,,,,0,,,,,,,
2390232,00:39:50.232,m,fish face,2,fish,face,,,,0,,,,,,,
2396198,00:39:56.198,m,Daddy start listening to music and xxx,2,daddy,music,,,,0,,,,,,,
2417808,00:40:17.808,m,what's that?,0,,,,,,1,that,,,,,,
2418998,00:40:18.998,m,is that corn?,1,corn,,,,,1,that,,,,,,
2420205,00:40:20.205,m,who would like some corn?,1,corn,,,,,0,,,,,,,
2421174,00:40:21.174,m,do you think the cow would like some corn?,2,cow,corn,,,,1,you,,,,,,
2423045,00:40:23.45,m,can you see if the cow would like some corn?,2,cow,corn,,,,1,you,,,,,,
2424438,00:40:24.438,m,maybe he's hungry,0,,,,,,1,he,,,,,,
2426002,00:40:26.2,m,oh excellent,0,,,,,,0,,,,,,,
2426886,00:40:26.886,m,oh that's good,0,,,,,,1,that,,,,,,
2428001,00:40:28.1,m,oh that's so nice,0,,,,,,1,that,,,,,,
2429363,00:40:29.363,m,you cut it up for him,0,,,,,,3,you,it,him,,,,
2431000,00:40:31.0,m,where's your knife?,1,knife,,,,,1,your,,,,,,
2432554,00:40:32.554,m,where's your little knife buddy?,2,knife,buddy,,,,1,your,,,,,,
2435692,00:40:35.692,m,it's all here xxx here oh,0,,,,,,1,it,,,,,,
2436882,00:40:36.882,m,here's the rest of your fruit okay,1,fruit,,,,,1,your,,,,,,
2442322,00:40:42.322,m,William can you cut the croissant?,2,william,croissant,,,,1,you,,,,,,
2445960,00:40:45.960,m,or do you want to cut the corn?,1,corn,,,,,1,you,,,,,,
2447932,00:40:47.932,m,can you cut the corn in half?,1,corn,,,,,1,you,,,,,,
2448816,00:40:48.816,m,right here,0,,,,,,0,,,,,,,
2449870,00:40:49.870,m,can you cut that in half?,0,,,,,,2,you,that,,,,,
2451910,00:40:51.910,m,make two pieces?,1,pieces,,,,,0,,,,,,,
2458778,00:40:58.778,m,no,0,,,,,,0,,,,,,,
2459662,00:40:59.662,m,stay right there,0,,,,,,0,,,,,,,
2460206,00:41:00.206,m,can you hold it?,0,,,,,,2,you,it,,,,,
2460818,00:41:00.818,m,yup,0,,,,,,0,,,,,,,
2461668,00:41:01.668,m,good job,0,,,,,,0,,,,,,,
2463470,00:41:03.470,m,can you cut it?,0,,,,,,2,you,it,,,,,
2465714,00:41:05.714,m,so close,0,,,,,,0,,,,,,,
2468566,00:41:08.566,m,can you get it?,0,,,,,,2,you,it,,,,,
2470522,00:41:10.522,m,so close keep going keep going,0,,,,,,0,,,,,,,
2473052,00:41:13.52,m,yes,0,,,,,,0,,,,,,,
2473791,00:41:13.791,m,oh so close,0,,,,,,0,,,,,,,
2475775,00:41:15.775,m,you got it you got it,0,,,,,,4,you,it,you,it,,,
2480112,00:41:20.112,m,almost,0,,,,,,0,,,,,,,
2483564,00:41:23.564,m,it's kind of hard with your left hand,1,hand,,,,,1,your,,,,,,
2486046,00:41:26.46,m,[laugh],0,,,,,,0,,,,,,,
2487440,00:41:27.440,m,can you try it with that hand?,1,hand,,,,,3,you,it,that,,,,
2488698,00:41:28.698,m,I think you can do it with your right hand,1,hand,,,,,4,i,you,it,your,,,
2495940,00:41:35.940,m,what about this hand?,1,hand,,,,,1,this,,,,,,
2496688,00:41:36.688,m,try this hand,1,hand,,,,,1,this,,,,,,
2497844,00:41:37.844,m,there you go,0,,,,,,1,you,,,,,,
2498286,00:41:38.286,m,uh mama hold it yup like that,1,mama,,,,,2,it,that,,,,,
2499884,00:41:39.884,m,and then,0,,,,,,0,,,,,,,
2500734,00:41:40.734,m,yup,0,,,,,,0,,,,,,,
2502533,00:41:42.533,m,yeah,0,,,,,,0,,,,,,,
2503658,00:41:43.658,m,yay good job,0,,,,,,0,,,,,,,
2506211,00:41:46.211,m,more?,0,,,,,,0,,,,,,,
2507415,00:41:47.415,m,hmm,0,,,,,,0,,,,,,,
2508112,00:41:48.112,m,okay what about the pear?,1,pear,,,,,0,,,,,,,
2510458,00:41:50.458,m,can we do the pear?,1,pear,,,,,1,we,,,,,,
2514470,00:41:54.470,m,good job,0,,,,,,0,,,,,,,
2515898,00:41:55.898,m,yup,0,,,,,,0,,,,,,,
2519162,00:41:59.162,m,good job yay,0,,,,,,0,,,,,,,
2521508,00:42:01.508,m,okay more,0,,,,,,0,,,,,,,
2523718,00:42:03.718,m,okay hold on,0,,,,,,0,,,,,,,
2525350,00:42:05.350,m,okay melon?,1,melon,,,,,0,,,,,,,
2526642,00:42:06.642,m,the watermelon?,1,watermelon,,,,,0,,,,,,,
2531543,00:42:11.543,m,oh good job,0,,,,,,0,,,,,,,
2536553,00:42:16.553,m,okay should we put all the cut ups to the pot?,2,cutups,pot,,,,1,we,,,,,,
2539392,00:42:19.392,m,we'll make a soup,1,soup,,,,,1,we,,,,,,
2542282,00:42:22.282,m,oh good job yay,0,,,,,,0,,,,,,,
2545342,00:42:25.342,m,can you put it in the pot?,1,pot,,,,,2,you,it,,,,,
2547008,00:42:27.8,m,we'll make a soup,1,soup,,,,,1,we,,,,,,
2548790,00:42:28.790,m,fruit and vegetable soup,3,fruit,vegetable,soup,,,0,,,,,,,
2552894,00:42:32.894,m,okay strawberry?,1,strawberry,,,,,0,,,,,,,
2568836,00:42:48.836,m,you got it?,0,,,,,,2,you,it,,,,,
2587978,00:43:07.978,m,good job,0,,,,,,0,,,,,,,
2589168,00:43:09.168,m,put it in the pot?,1,pot,,,,,1,it,,,,,,
2590460,00:43:10.460,m,I'll get you another pot,1,pot,,,,,2,i,you,,,,,
2593520,00:43:13.520,m,okay,0,,,,,,0,,,,,,,
2595526,00:43:15.526,m,oh you got the croissant,1,croissant,,,,,1,you,,,,,,
2596614,00:43:16.614,m,good job,0,,,,,,0,,,,,,,
2597600,00:43:17.600,m,okay apple?,1,apple,,,,,0,,,,,,,
2617116,00:43:37.116,m,I think we're missing a few things pal,2,things,pal,,,,2,i,we,,,,,
2634388,00:43:54.388,m,[sound effect],0,,,,,,0,,,,,,,
2641460,00:44:01.460,m,there's a pepper oh,1,pepper,,,,,0,,,,,,,
2643092,00:44:03.92,m,Daddy gave you a xxx  huh,1,daddy,,,,,1,you,,,,,,
2648090,00:44:08.90,m,good thing Mommy wasn't making dinner looking for this,2,mommy,dinner,,,,1,this,,,,,,
2653090,00:44:13.90,m,um okay,0,,,,,,0,,,,,,,
2653836,00:44:13.836,m,what about uh some broccoli,1,broccoli,,,,,0,,,,,,,
2655570,00:44:15.570,m,can you cut the broccoli?,1,broccoli,,,,,1,you,,,,,,
2677493,00:44:37.493,m,going to get it?,0,,,,,,1,it,,,,,,
2681659,00:44:41.659,m,doing a good job,0,,,,,,0,,,,,,,
2684421,00:44:44.421,m,yay good job,0,,,,,,0,,,,,,,
2685662,00:44:45.662,m,high five,0,,,,,,0,,,,,,,
2686442,00:44:46.442,m,can I have a high five?,0,,,,,,1,i,,,,,,
2687679,00:44:47.679,m,yeah,0,,,,,,0,,,,,,,
2688743,00:44:48.743,m,okay you want to put some um some food in this spoon?,2,food,spoon,,,,2,you,this,,,,,
2692120,00:44:52.120,m,no okay,0,,,,,,0,,,,,,,
2694228,00:44:54.228,m,you put some some food in the tuperware?,2,food,tuperware,,,,1,you,,,,,,
2700335,00:45:00.335,m,would you want to put any food inside put some fish inside?,2,food,fish,,,,1,you,,,,,,
2704054,00:45:04.54,m,we put fish inside?,1,fish,,,,,1,we,,,,,,
2704836,00:45:04.836,m,okay,0,,,,,,0,,,,,,,
2705838,00:45:05.838,m,we put fish inside,1,fish,,,,,1,we,,,,,,
2706770,00:45:06.770,m,wait uh maybe some broccoli?,1,broccoli,,,,,0,,,,,,,
2708746,00:45:08.746,m,doing some some meal prep?,1,mealprep,,,,,0,,,,,,,
2710718,00:45:10.718,m,and some sweet potato?,1,sweetpotato,,,,,0,,,,,,,
2711738,00:45:11.738,m,I think that's it that's a good meal right there,1,meal,,,,,3,i,it,that,,,,
2714118,00:45:14.118,m,that's pretty good,0,,,,,,1,that,,,,,,
2715240,00:45:15.240,m,maybe a pepper?,1,pepper,,,,,0,,,,,,,
2718062,00:45:18.62,m,yeah okay,0,,,,,,0,,,,,,,
2718810,00:45:18.810,m,can you put on the top?,1,top,,,,,1,you,,,,,,
2720477,00:45:20.477,m,actually I don't know if the sweet potato is going to fit,1,sweetpotato,,,,,1,i,,,,,,
2722278,00:45:22.278,m,croissant croissant and fish,2,croissant,fish,,,,0,,,,,,,
2724046,00:45:24.46,m,that's uh,0,,,,,,1,that,,,,,,
2725474,00:45:25.474,m,winning meal,1,meal,,,,,0,,,,,,,
2731381,00:45:31.381,m,let's have a xxx,0,,,,,,0,,,,,,,
2734518,00:45:34.518,m,oh that one going in?,1,one,,,,,1,that,,,,,,
