Order,ID,Utterance,Feature
7,34,CHI: they have four legs.,P
7,34,CHI: and I think that's all I have [?] to tell about them.,I
7,34,CHI: a doctor.,L
7,34,CHI: when I grow up I'm gonna be like that.,I
7,34,CHI: when people get sick they take care of (th)em.,F
7,34,CHI: um mm I think that's it to tell about them.,I
7,34,CHI: &=shakes:head_no.,NA
7,34,CHI: a painter.,L
7,34,CHI: they paint a lot.,F
7,34,"CHI: um, hm I think that's it tell about them.",I
7,34,CHI: a cookie.,L
7,34,CHI: a cookie is made for eating.,F+L
7,34,CHI: and um I think that's it.,I
7,34,CHI: it it has little crumbs.,P
7,34,CHI: and I think that's it.,NA
7,34,CHI: a baby.,L
7,34,CHI: um babies could um.,L
7,34,CHI: I think there's nothing about babies.,I+L
7,34,CHI: hm.,NA
7,34,CHI: babies um like to play with toys a lot.,F+L
7,34,CHI: &=shakes:head_no.,NA
7,34,CHI: a dog.,L
7,34,CHI: dog likes to play with bones.,L+F
7,34,CHI: they like to eat bone &=sighs.,F
7,34,"CHI: I think that's it, all I can tell about them.",I
7,34,CHI: mm I think that's it.,NA
7,34,CHI: hm hm.,NA
7,34,CHI: I think that's it I could tell.,NA
7,34,CHI: pirate man having a um a parrot.,L+P
7,34,CHI: and then he has golden treasure over here.,P
7,34,CHI: and um I think that's it.,I
7,34,CHI: mm he has a parrot on <his head> [?].,P
7,34,CHI: kind of treasure.,P
7,34,CHI: coins.,P
7,34,CHI: treasure box.,P
7,34,CHI: a necklace I think.,P
7,34,CHI: <all the things> [?].,NA
7,34,CHI: I think that's it.,NA
7,34,CHI: a turtle.,L
7,34,CHI: has four legs.,F
7,34,CHI: you can't even see this one.,P
7,34,CHI: and it's here.,P
7,34,CHI: this is his shell [= indicating on page].,P
7,34,CHI: and that's it.,I
7,34,CHI: mm his tail has sharp xxx.,P
7,34,CHI: and I think &=turns:page.,NA
7,34,CHI: ladybug.,L
7,34,CHI: they have big black spots.,P
7,34,CHI: four legs.,P
7,34,CHI: um um this red stuff.,P
7,34,CHI: they could fly.,F
7,34,CHI: and um this black white and black and all that stuff.,P
7,34,CHI: and I think that's it &=turns:page.,I
7,34,CHI: mm I think that's it I could tell.,NA
7,34,CHI: I think that's it that's in my mind.,NA
7,34,CHI: no.,NA
8,30,CHI:        a cake.,L
8,30,CHI:        what?,NA
8,30,CHI:        you eat it.,F
8,30,CHI:        and it's a chocolate cake.,T
8,30,CHI:        it's a chocolate one.,T
8,30,CHI:        it's a chocolate one.,NA
8,30,CHI:        broccoli.,L
8,30,CHI:        you eat it.,F
8,30,"CHI:        I don't, know anything else about it.",I
8,30,CHI:        a horse.,L
8,30,CHI:        it has a tail.,P
8,30,CHI:        you ride it.,F
8,30,CHI:        it has legs.,P
8,30,CHI:        that's all I know about it.,I
8,30,CHI:        I don't know.,NA
8,30,CHI:        a hockey player.,L
8,30,CHI:        I don't know anything else about it.,I
8,30,CHI:        it has legs.,P
8,30,CHI:        it has arms.,P
8,30,CHI:        a penguin.,L
8,30,CHI:        it doesn't have any legs.,P
8,30,CHI:        it has arms.,P
8,30,CHI:        it has a nose.,P
8,30,CHI:        it has eyes.,P
8,30,CHI:        it has a head.,P
8,30,CHI:        it has a belly.,P
8,30,CHI:        a orange.,L
8,30,CHI:        it's orange.,NA
8,30,CHI:        it has a stem.,P
8,30,CHI:        that's all it has.,P
8,30,"CHI:        you can you, it's for you to eat.",F
8,30,CHI:        that's all I know.,I
8,30,CHI:        I don't know anything else about it.,I
8,30,CHI:        a elephant.,L
8,30,CHI:        it has legs.,P
8,30,CHI:        I don't know anything else it has.,I
8,30,CHI:        a crab.,L
8,30,CHI:        it it will pinch your fingers.,F
8,30,"CHI:        I have a book about, it.",I
8,30,CHI:        but it has those in it.,I
8,30,CHI:        <it's stand up> [?].,P
8,30,"CHI:        I don't know anything else, of it.",I
8,30,CHI:        a teacher.,L
8,30,CHI:        it helps kids teach.,F
8,30,CHI:        I don't know anything else.,I
8,30,CHI:        we bringed food here.,I
8,30,CHI:        I don't know all of it.,NA
8,30,CHI:        egg salad.,L
8,30,CHI:        I don't know anything else.,I
8,30,CHI:        I don't know anything else about egg salad.,L
8,30,CHI:        cereal.,L
8,30,CHI:        it's Total.,I
8,30,CHI:        my dad eats Total.,I+F
8,30,CHI:        it needs milk.,F
8,30,CHI:        I don't know anything else.,I
8,30,CHI:        a alligator.,L
8,30,CHI:        it eats you.,F
8,30,CHI:        I don't know anything else.,I
8,30,CHI:        a witch.,L
8,30,CHI:        it's for Halloween.,F
8,30,CHI:        that's all I know.,I
8,30,CHI:        a clown.,L
8,30,CHI:        it's dressed up of a people.,F
8,30,CHI:        I don't know anything else.,I
8,30,CHI:        it's pointing at his ears.,P
9,36,CHI:        um a cookie.,L
9,36,CHI:        he um I eat a cookie and it goes with my teeth.,F+L
9,36,CHI:        I eat it with my teeth xxx.,F
9,36,"CHI:        he ate it all, look.",F
9,36,CHI:        he at it all up.,F
9,36,CHI:        he likes to eat the cookie &=makes:Zorg_eat_cookie.,I+F+L
9,36,CHI:        he ate it all up.,F
9,36,CHI:        look.,NA
9,36,CHI:        baseball man.,L
9,36,CHI:        um he plays baseball and he hits the ball and it goes back to someone else.,P+F
9,36,CHI:        you know what?,NA
9,36,CHI:        you gotta learn to play baseball.,I
9,36,"CHI:        well, you can need to learn to play baseball by yourself now because you're no nice.",I+F
9,36,CHI:        um a turtle.,L
9,36,CHI:        he can go underwater.,F
9,36,CHI:        he can swim.,F
9,36,CHI:        and he's got a shell.,P
9,36,CHI:        and he can go inside it.,F
9,36,CHI:        so he won't be afraid of anything.,I
9,36,CHI:        well you know what?,NA
9,36,CHI:        he gotta learn to swim underwater with the turtle and the fish and a crab.,I+L+T+F
9,36,"CHI:        I can, I can go underwater at my grandma's beach.",I
9,36,CHI:        but I can't go in the deep water.,I
9,36,CHI:        (be)cause that scares me and my brother.,I
9,36,CHI:        and I but turtles and crabs can.,L+T+F
9,36,CHI:        I got goggles to see.,I
9,36,CHI:        and they're pretty and they're green.,I+P
9,36,CHI:        I like them all.,I
9,36,CHI:        so that's what turtles are all about.,L
9,36,CHI:        and she's at the doctors.,L
9,36,CHI:        well she's at the doctor when she's sick she doesn't feel good.,L
9,36,CHI:        when I'm sick I gotta go to the doctor.,I+L
9,36,CHI:        once I got new [?] cavities.,I
9,36,CHI:        they're pretty and they got good things in them to make teeth.,I+F
9,36,CHI:        well you know what?,NA
9,36,CHI:        you need to learn to go to the doctor and be patient.,I+F+L
9,36,CHI:        bread.,L
9,36,CHI:        well when you eat bread it tastes good with peanut butter sandwich.,F+L+I
9,36,CHI:        that's so good.,I
9,36,CHI:        I like that.,I
9,36,CHI:        it's so good.,I
9,36,CHI:        and I love it.,I
9,36,"CHI:        well you need to learn to eat, you nut.",I+F
9,36,CHI:        I know all these things.,I
9,36,CHI:        pig.,L
9,36,CHI:        pig.,L
9,36,CHI:        he's a cow pig.,T
9,36,CHI:        see the spots?,P
9,36,CHI:        xxx cow pig.,T
9,36,CHI:        cow pigs do like this &=snorts.,T+P
9,36,CHI:        they make funny noises.,P+F
9,36,CHI:        you gotta learn to snort like a pig &=snorts.,I+P+L
9,36,CHI:        that's a duck.,L
9,36,CHI:        I can sound like a duck.,I+L+F
9,36,CHI:        quack quack.,P
9,36,CHI:        well if this duck learns how to quack he can quack like this.,L+F+P
9,36,CHI:        quack Quack.,P
9,36,CHI:        so he's a good duck &=makes:Zorg_quack.,I+L
9,36,CHI:        you already know how to quack like a duck now quack,I+F+L+P
9,36,CHI:        well if [?] you have to quack like a duck.,I+P+L
9,36,CHI:        quack.,P
9,36,CHI:        painting.,P
9,36,CHI:        well if she's painting really easy she can't get paint on her.,I+P
9,36,"CHI:        so that's why, she needs to do it.",I+P
9,36,CHI:        well do you know what?,NA
9,36,CHI:        you you need to paint by yourself now.,I+F
9,36,CHI:        baby.,L
9,36,CHI:        well if the baby cries and wants some breakfast she say wah.,L+F+P
9,36,CHI:        you gotta cry like a baby [= talking to Zorg].,I+F+L
9,36,CHI:        this is a funny one.,I
9,36,CHI:        banana.,L
9,36,CHI:        I like to eat bananas.,I+F+L
9,36,CHI:        they're good and they're.,I
9,36,CHI:        and [?] do you know what [= talking to Zorg]?,NA
9,36,CHI:        you need to learn to eat a banana.,I+F+L
9,36,CHI:        well if you eat a banana you eat good fruit.,F+L+I+T
9,36,CHI:                ?pup?.,L
9,36,CHI:        puppy doggie.,L
9,36,CHI:        he looks pretty.,P+I
9,36,CHI:        well the doggie barks &=barks.,L+P
9,36,CHI:        my doggie doesn't like to be picked up.,I+L
9,36,CHI:        so he's a Cavelier_King_Charles_Spaniel <kind of dog> [?].,T
9,36,CHI:        well you need to bark like a puppy &=barks.,I+P+L
9,36,CHI:        and I see carrot.,L
9,36,CHI:        carrot.,NA
9,36,CHI:        I like to eat carrots.,I+F+L
9,36,CHI:        they're ?good?.,I
9,36,CHI:        well he I like to eat carrots and he does too.,I+F+L+T
9,36,CHI:        bunny rabbits like to eat carrots.,F+L
9,36,CHI:        and that's a ladybug.,L
9,36,CHI:        that's a ladybug.,NA
9,36,CHI:        well if the ladybug always comes in your house I have a bug catcher um to let him um crawl in.,L+I+F
9,36,CHI:        I got a lot of things on it with it.,I+F
9,36,CHI:        and my teacher gave it to me.,I
9,36,CHI:        firstname got one too.,I
9,36,CHI:        all my friends got it too.,I
9,36,CHI:        they loved it.,I
9,36,"CHI:        so this bug is a, red ones are &=makes:noise",T+P
9,36,CHI:        does he like to eat bugs?,I+F+T
9,36,CHI:        he got a big nose and he can eat (th)em.,F
9,36,CHI:        well you know what?,NA
9,36,CHI:        you need to learn to eat bugs.,I+F+T
9,36,CHI:        cheese.,L
9,36,"CHI:        well, cheese is so good.",L+I
9,36,CHI:        I love mouse cheese.,I+T
9,36,CHI:        and it's good.,I
9,36,CHI:        and I like it.,I
9,36,CHI:        well you know what?,NA
9,36,CHI:        you need to learn to eat cheese on your eye.,I+F+L
9,36,CHI:        a pirate.,L
9,36,CHI:        and he likes to get treasure.,I+F
9,36,CHI:        and the end.,NA
9,36,"CHI:        well, you know what?",NA
9,36,CHI:        you need xxx to be a pirate.,I+L
9,36,CHI:        the end.,NA
10,39,CHI:                                          ?uh?.,NA
10,39,CHI:        this?,NA
10,39,"CHI:        well, I don't know anything about kings.",I+L
10,39,CHI:        because I xxx.,NA
10,39,CHI:        don't know anything about kings.,L
10,39,CHI:        well just a little +...,NA
10,39,"CHI:	just one thing.",NA
10,39,CHI:        it took a hard time to shape the crown out and like get all the well +...,I+P
10,39,CHI:        it it took it took a hard time to find the clothes and this and the treasure [?] like.,I+P
10,39,CHI:        and that's it.,NA
10,39,"CHI:        and oh I don't know I don't, I don't know it.",I
10,39,CHI:        well I know a little bit about corn.,L
10,39,"CHI:        well you see these are so, these are so it stays fresh and clean during when <you put all xxx> [?].",F
10,39,CHI:        during when you pull it off like.,F
10,39,CHI:        that's all.,NA
10,39,CHI:        well you see these grow inside the corn.,P+L
10,39,CHI:        and like they come out the yellow parts.,P
10,39,CHI:        sometimes xxx come out sometimes xxx parts come out.,P
10,39,CHI:        and that's all.,NA
10,39,CHI:        oh I know a lot about strawberries.,I+L
10,39,CHI:        well you see this is where it hangs down.,P
10,39,"CHI:        and and so, it grows these so so sometimes you can like kick them.",F
10,39,CHI:        like you can like ?bite &=turns:page?.,NA
10,39,CHI:        well you see seeds are grown through them and that's all.,P
10,39,CHI:        &=whispers police officer.,L
10,39,CHI:        um see these are so that you can hear the police officer.,P+F+L
10,39,CHI:        so he can talk.,F
10,39,CHI:        and like it can get bad guys.,F
10,39,CHI:        and like I heard somebody being a bad guy and didn't want to be a bad guy anymore.,I
10,39,CHI:        sent a card of apology.,I
10,39,CHI:        and sent back his money.,I
10,39,"CHI:        and like, um he wasn't, and he is &=turns:page +...",NA
10,39,CHI:        uh well you see they rob pe-bad people.,F
10,39,CHI:        they take xxx well on Scooby_Doo.,I
10,39,CHI:        on one Scooby_Doo one time xxx house they were giving all the money to Scooby_Doo.,I
10,39,"CHI:        and that one was like, was like “You spent a night in a haunted house that wasn't even haunted”.",I
10,39,CHI:        ridiculous.,I
10,39,CHI:        you spent a night in a haunted house that wasn't even ?haunted?.,I
10,39,CHI:        now that's done [= referring to page].,NA
10,39,CHI:        a lion.,L
10,39,CHI:        well you see that.,NA
10,39,CHI:        xxx a boy lion and a girl lion.,T+L
10,39,CHI:        a boy lion has hair around it.,P+L
10,39,"CHI:        and it's, you can see its ears sticking out of its hair.",P
10,39,CHI:        and they lions kill you to eat you.,F
10,39,CHI:        and like tigers [?] just kill you to defend their babies.,T+F
10,39,CHI:        and like raccoons sometimes bite you to to defend their babies.,T+F
10,39,CHI:        and like I had a raccoon in my garage before [?] in our garage before.,T+I
10,39,"CHI:        that's um, it about lions.",L
10,39,"CHI:        well you see, his, sometimes boy lions I think have um uh, have hair on their back of the tail.",I+P+L
10,39,CHI:        and some of the girl lions and  I I-let's skip to the next page.,P+L
10,39,CHI:        it looks like a king cobra.,P
10,39,CHI:        well you see a cobra and a king cobra are the same but sometimes you ca- but you can tell apart sometimes a cobra and a king cobra is different.,T
10,39,"CHI:        well, you see well, big snakes are about a half inch longer than than little snakes.",P+L+T
10,39,CHI:        and well I'm +...,NA
10,39,CHI:        oh oh oh I forgot.,NA
10,39,CHI:        um snakes.,L
10,39,CHI:        I forgot some things about snakes.,L
10,39,"CHI:        well you see that some snakes need part of their, parts of xxx taken out.",I+P
10,39,"CHI:        so like if they have it too long then, then something will happen to them.",I+P
10,39,"CHI:        like, well big snakes will stay alive but like little snakes like sometimes I think will wow.",P+L+T
10,39,CHI:        a pretzel it looks like a pu-look like a shadow.,L+T
10,39,CHI:        I mean it looks like a ghost.,T
10,39,CHI:        <looks like a monster> [?].,T
10,39,CHI:        well frogs yeah.,L
10,39,CHI:        see frogs bend their back legs up so when they jump they can jump far away.,L+F+P
10,39,CHI:        and um frogs can hop over about half feet.,L+F
10,39,CHI:        a half feet.,NA
10,39,CHI:        a half feet.,NA
10,39,CHI:        my friends were trying get it a frog and we and we didn't but I was trying to get a rock so so we could hop on him and they was trying to get ?him?.,I+F+L
10,39,CHI:        and so they could like share it when xxx when they come over to their house.,I+F
10,39,CHI:        and like.,NA
10,39,CHI:        well an owl.,L
10,39,CHI:        &=whispers  yes an owl.,NA
10,39,CHI:        an owl.,NA
10,39,CHI:        it uses its claws to hang on to branches so it won't fall.,F+P
10,39,CHI:        like parrots hang on.,T
10,39,CHI:        and birds.,T
10,39,CHI:        and hawks.,T
10,39,CHI:        and eagles.,T
10,39,CHI:        and robins.,T
10,39,CHI:        and birds.,T
10,39,CHI:        and like I've had a parrot on me before but its claws were gentle.,T+I
10,39,CHI:        it was trying to be gentle on me.,I
10,39,CHI:        my neighbors got a picture of the a red parrot on my head.,I+T
10,39,CHI:        and a red parrot on my shoulder.,T+I
10,39,CHI:        and it was really fun.,I
10,39,CHI:        it was really kooky on.,I
10,39,CHI:        and it felt really funny on my head.,I
10,39,CHI:        and it didn't even hurt my head.,I
10,39,"CHI:        <and but this xxx they're just> [?], parrots just try to be gentle.",I
10,39,CHI:        about birds?,T
10,39,CHI:        a pie.,L
10,39,CHI:        well pies have different flavors in them.,L+P
10,39,CHI:        like apple pie.,T
10,39,CHI:        strawberry pie.,T
10,39,CHI:        and like other pies with fruit.,T+L+P
10,39,CHI:        well.,NA
10,39,CHI:        no.,NA
10,39,CHI:        a strong man.,L
10,39,"CHI:        well, this reminds me of the Incredibles.",I
10,39,CHI:        I watched them at my friend's house two times.,I
10,39,CHI:        like at the end Jack-Jack gets mad at the bad guy and like turns and xxx like a bad baby.,I
10,39,CHI:        and like he takes one of his things off.,I
10,39,"CHI:        and he was like, and the guy was like scared.",I
10,39,CHI:        then xxx Mister Incredible married Elastigirl and like was one guy like Dash.,I
10,39,CHI:        he's the fastest.,I
10,39,CHI:        and he's like even faster than regular humans.,I
10,39,CHI:        well no &=tries:turn_page.,NA
10,39,CHI:        um no more.,NA
10,39,CHI:        really.,NA
10,39,CHI:        no.,NA
10,39,CHI:        milk.,L
10,39,CHI:        I love milk.,I+L
10,39,CHI:        I always have it for breakfast in a sippy cup.,I+F
10,39,CHI:        because I I like it fresh and I like and I don't like putting it in a big boy cup.,I+F
10,39,"CHI:        well, well my mom always warms it up.",I+F
10,39,CHI:        sometimes I drink it cold.,I+F+P
10,39,CHI:        sometimes I drink it warm.,I+F+P
10,39,CHI:        and that's all.,NA
10,39,CHI:        a rabbit.,L
10,39,CHI:        well rabbits can hop fast.,L+F
10,39,CHI:        I've seen a rabbit hop really fast.,I+L+F
10,39,CHI:        I scared it.,I
10,39,CHI:        but I wasn't very close to it.,I
10,39,CHI:        I just scared it.,I
10,39,CHI:        the rabbit must have heared me.,L+I+F
10,39,"CHI:        uh when rabbits um uh, they can hear people.",L+F
10,39,CHI:        I was just trying to pet him.,I+F
10,39,CHI:        and I was just trying to feel his ears.,I+F+P
10,39,CHI:        but I wasn't trying to kill him.,I+F
10,39,CHI:        (be)cause I want to be nice to rabbits.,I+L
10,39,CHI:        like zoo people can only catch rabbits.,T+F+L
10,39,CHI:        (be)cause they never give up on catching animals.,F+T
10,39,CHI:        (be)cause they always try their best.,I
10,39,"CHI:        I think that I like, and I like and I like snakes the best.",I+T
10,39,CHI:        that's all.,NA
10,39,CHI:        no.,NA
10,39,CHI:        I know surfing [?].,I
10,39,"CHI:        don't go on that because like, a shark will like come up and eat you.",I
10,39,CHI:        and like xxx you with kickboards in the ocean.,I+P
10,39,CHI:        because they will like get eaten by a shark.,I
10,39,CHI:        so like don't do that.,I
10,39,CHI:        well you see don't go swimming with that because Mom doesn't want ta- doesn't want people to get eaten by a shark.,I
10,39,CHI:        so like just don't do it.,I
10,39,CHI:        xxx that's it.,NA
10,39,CHI:        no.,NA
11,38,CHI:        farmer.,L
11,38,CHI:        they plant vegetables.,F
11,38,CHI:        king.,L
11,38,CHI:        I don't know anything about him.,I
11,38,CHI:        any of those.,NA
11,38,CHI:        apple pie.,L
11,38,"CHI:        uh, it has apples in it.",P
11,38,"CHI:        I don't think I can, think of any more.",I
11,38,CHI:        lion.,L
11,38,CHI:        mane.,P
11,38,CHI:        I think I just can't think of any more things.,I
11,38,CHI:        sure.,NA
11,38,CHI:        strawberry.,L
11,38,CHI:        I just can't think of more.,I
11,38,CHI:        mm-hm [= yes].,NA
11,38,CHI:        sure.,NA
11,38,CHI:        strawberry.,L
11,38,CHI:        &=sighs well my sister doesn't like any red things.,I+P
11,38,CHI:        the only thing she eats is red is apples.,I+T
11,38,CHI:        pretzel.,L
11,38,CHI:        I don't know hardly anything about pretzels.,I+L
11,38,"CHI:        hm, it's twisty.",P
11,38,CHI:        police.,L
11,38,CHI:        I don't know really anything about police.,I+L
11,38,"CHI:        mm, they lead the roads.",F
11,38,CHI:        frog.,L
11,38,CHI:        it bounces.,F
11,38,CHI:        snake.,L
11,38,"CHI:        my friend has a, skin from a snake.",I+L+F
11,38,CHI:        no.,NA
11,38,CHI:        corn.,L
11,38,CHI:        it looks doesn't look like really corn.,P+L
11,38,CHI:        owl.,L
11,38,CHI:        comes out at nights.,F
11,38,CHI:        rabbit.,L
11,38,CHI:        it bounces too.,F
11,38,CHI:        milk.,L
11,38,CHI:        my sister loves it.,I
11,38,"CHI:        uh, working out man.",L
11,38,CHI:        I can't think of anything else about this.,I
11,38,CHI:        I don't know.,NA
11,38,CHI:        surfing.,L
11,38,CHI:        they <love this> [?].,P
11,38,CHI:        and you surf on the water.,F
12,45,CHI:        cupcake.,L
12,45,CHI:        I think it's chocolate-chip cupcake.,I+L
12,45,"CHI:        now I and,  I can't have chocolate.",I
12,45,CHI:        I ca- I'm allergic to peanuts.,I
12,45,"CHI:        and I, and I have a dog and I'm allergic to dogs.",I
12,45,"CHI:        but we we're keepin(g) him, forever.",I
12,45,"CHI:        his name, my my dog's name is xxx [= pet].",I
12,45,CHI:        and I even have a toy dog named Winston.,I
12,45,"CHI:        and, and it used to be my mom's.",I
12,45,CHI:        can't you?,NA
12,45,CHI:        I have to [?] eat (th)em &=makes:Zorg_Eat_CHI_face.,F
12,45,CHI:        he was trying to eat my nose.,NA
12,45,CHI:        a lady.,L
12,45,"CHI:        look's like she's old (be)cause he has, (be)cause she has that &=points:cane.",P
12,45,CHI:        old.,P
12,45,CHI:        um +...,NA
12,45,CHI:        a bird.,L
12,45,CHI:        it's on a pirate's shoulder.,P
12,45,CHI:        probably.,NA
12,45,CHI:        it flies and where pirates are.,F
12,45,CHI:        somebody in his office.,P
12,45,CHI:        that's why I know it's his office.,I
12,45,CHI:        I'm no- I'm never gonna be that.,I
12,45,"CHI:        besides, it's a ballerina.",L
12,45,CHI:        looks like one.,P
12,45,CHI:        dancing on her toes.,P
12,45,CHI:        a butterfly.,L
12,45,CHI:        we have a lot of butterflies in our backyard.,I+L
12,45,"CHI:        and mister and missus firstname our neighbors, [they, in the back",I
12,45,CHI:        and and they have a lot of mosquitoes.,I
12,45,"CHI:        and over by the little playhouse at our house there's a, there's a little bit of shade comin(g) +...",I
12,45,CHI:        and it's over the playhouse.,I
12,45,CHI:        about my backyard?,I
12,45,CHI:        about my backyard?,I
12,45,CHI:        a butterfly.,L
12,45,CHI:        about my backyard?,I
12,45,CHI:        wel- okay m +...,NA
12,45,CHI:        I don't know.,I
12,45,"CHI:        well that, it has, looks like it has prickles on it.",P
12,45,CHI:        I think this is the one that my +...,I
12,45,"CHI:        &=turns:multiple_pages a dolphin under, under under this page.",L
12,45,"CHI:        I don't, I don't know.",NA
12,45,CHI:        I don't know.,NA
12,45,CHI:        a cracker.,L
12,45,CHI:        it has holes in it.,P
12,45,CHI:        you eat it.,F
12,45,CHI:        a dolphin.,L
12,45,"CHI:        it jumps high in the, in the air and then and +...",P
12,45,CHI:        and it lives in the ocean.,F
12,45,CHI:        he eats fish.,F
12,45,CHI:        fighterfighter.,L
12,45,"CHI:        oh, a cat.",L
12,45,CHI:        it meows.,F
12,45,CHI:        and I'm allergic to cats.,I+L
12,45,CHI:        so that's why I don't have a cat.,I+L
12,45,CHI:        fuzzy &=lifts:page.,P
12,45,CHI:        and we know what's under this picture.,I
12,45,CHI:        a fighterfighter.,L
12,45,CHI:        it sprays fires out.,P
12,45,"CHI:        saves cats, up in a tree.",F
12,45,"CHI:        and, that's ice cream.",L
12,45,CHI:        and you eat it.,F
12,45,"CHI:        I don't, I don't like the, the cone.",I
12,45,CHI:        I like the ice cream [part].,I+L
12,45,CHI:        my favorite is blue.,I
12,45,"CHI:        [ew, a skunk].",L
12,45,CHI:        it sprays.,F
12,45,CHI:        from his butt.,F
12,45,CHI:        and there's a skunk out in the woods in our backyard.,I+L
12,45,CHI:        some- I +...,NA
12,45,CHI:        and you know what?,NA
12,45,"CHI:        there was, there was four skunks in the basement of my church.",I+L
12,45,CHI:        one and- and somebody got the skunks.,I+L
12,45,CHI:        and they weren't in separate cages.,I
12,45,"CHI:        they were all in the, in the same cage.",I
12,45,CHI:        three children and the baby live in a smaller cage.,I
12,45,CHI:        a pumpkin.,L
12,45,CHI:        it has a stem.,P
12,45,CHI:        yeah.,NA
12,45,"CHI:        we cut it, like a, [like a halloween].",F
12,45,CHI:        we cut it out for halloween.,F
12,45,CHI:        baseball.,L
12,45,CHI:        and a baseball player.,L
12,45,CHI:        so what's that?,NA
12,45,"CHI:        it's way back, way back at the office.",P
12,45,CHI:        way back at the office.,P
12,45,CHI:        way back at the bike.,L
12,45,"CHI:        I'm a turkey am I, aren't I?",I
12,45,CHI:        back at the cupcake.,L
12,45,CHI:        lady.,L
12,45,CHI:        office.,P
12,45,CHI:        I'm pretty tricky.,I
12,45,CHI:        bike.,L
12,45,CHI:        office.,P
12,45,CHI:        bike.,L
12,45,CHI:        office.,P
12,45,CHI:        bike.,L
12,45,CHI:        office.,P
13,58,CHI:        ice cream.,L
13,58,CHI:        you eat ice cream.,F+L
13,58,"CHI:        and other people have ice cream from stores, too.",F+L
13,58,CHI:        ice cream is for licking or for [?] eating with a spoon.,L+F
13,58,CHI:        you can eat it off a cone with a spoon or you can eat it from a bowl with a spoon.,F+P
13,58,"CHI:        and I can lick it from a cone, or from in a bowl.",F+P
13,58,CHI:        I can do that.,F
13,58,CHI:        unless it's cold [?] I can just put my tongue in.,F
13,58,CHI:        a cat.,L
13,58,CHI:        um cats have fur.,L+P
13,58,CHI:        and they have <four> [?] legs.,P
13,58,"CHI:        and they have, whiskers.",P
13,58,CHI:        and their whiskers help them with things.,P+F
13,58,CHI:        and al-and-and some-lo-a lot of cats are different colors.,L+P
13,58,"CHI:        and some people, have cats.",F+L
13,58,CHI:        and all cats are different and some people have the same kind of cats.,L+P+F
13,58,CHI:        they have a tail but people don't.,P+T
13,58,CHI:        because tails al +...,P
13,58,CHI:        they have tails because so so so just because.,P
13,58,CHI:        that's all I know.,I
13,58,CHI:        a racecar.,P
13,58,CHI:        and they go in a speed xxx with lots of people watching.,P
13,58,INV:        what is this?,L
13,58,CHI:        dolphins go <in the> [?] water.,L+P
13,58,CHI:        and they live in the ocean.,P
13,58,CHI:        and sharks could eat dolphins.,T+F+L
13,58,CHI:        and dolphins can go up so sharks can't eat them.,L+P+T+F
13,58,CHI:        and when they come back down sharks can eat them.,F+T
13,58,CHI:        so when when they go up sharks can't eat them and so and and [?] they live in the wa and and they jump back into the water.,P+T+F
13,58,"CHI:        they have fins and they, they have fins and they have a tail like any other sea animal.",P+T
13,58,CHI:        um I don't know.,I
13,58,CHI:        a person who sits and does paperwork.,P
13,58,CHI:        he he likes papers and wears glasses.,I+P
13,58,CHI:        and he has a book that tells him things.,P
13,58,CHI:        I don't know.,NA
13,58,CHI:        a parrot.,L
13,58,CHI:        parrots have lots of colors on their tails.,L+P
13,58,CHI:        and on the body.,P
13,58,CHI:        they have feathers too.,P
13,58,CHI:        they they have shar-a little bit of sharp claws.,P
13,58,"CHI:        and they have a pointy beak like all other birds that so he can eat, his food out of birdfeeders.",P+F
13,58,CHI:        a fireman.,L
13,58,CHI:        he fights out fires.,P
13,58,CHI:        he doesn't know much about this one.,I
13,58,"CHI:        he he has a hose that can, get out the fire.",P
13,58,"CHI:        and, and he has a big ladder so he can do from anywhere.",P
13,58,CHI:        so so so all they can be saved from the fire.,F+P
13,58,CHI:        a c-a muffin.,L
13,58,CHI:        muffins have things on them.,L+P
13,58,CHI:        and they have a wrapper on them.,P
13,58,CHI:        they they some have blueberries.,P
13,58,CHI:        and some are plain.,P
13,58,"CHI:        and some, and some of them are are just plain and they don't have anything on them.",P
13,58,CHI:        and no nuts <and some have> [?] nuts.,P
13,58,CHI:        a monarch butterfly.,L
13,58,"CHI:        monarch butterflies, have dots on on the outside of the xxx inside.",L+P
13,58,CHI:        um they they turn out to caterpillars first and then come the monarch butterflies.,F+T+L
13,58,"CHI:        and they have, these things just because some so [?] because um they they so they can smell and do things.",P+F
13,58,CHI:        and they drink nectar from [?] different flowers just like bumble bees.,F+T
13,58,CHI:        a [?] ballerina.,L
13,58,CHI:        ballerinas have tutus.,L+P
13,58,CHI:        um they spin on their ballerina shoe.,P
13,58,CHI:        and they have special tutus.,P
13,58,CHI:        and they have different kind of places.,F
13,58,CHI:        and sometimes xxx places.,F
13,58,CHI:        pineapple.,L
13,58,CHI:        pineapples have a little bit pokey on on the on the skin.,L+P
13,58,"CHI:        the end, the ends have pokey bits on the ends.",P
13,58,CHI:        and the green on the xxx on the pokey bits.,P
13,58,CHI:        and it's brown xxx on the pokey bits.,P
13,58,CHI:        a skunk.,L
13,58,"CHI:        skunks have special stinkiness coming from bu, um coming from their tail.",L+F+P
13,58,CHI:        coming from inside under the tail.,F+P
13,58,CHI:        and they and they xxx white and black.,P
13,58,CHI:        and they and they have whiskers and sharp claws.,P
